data;ghi;dni
9/1/2014 16:00;29.77;8.24
9/1/2014 16:30;149.5;567
9/1/2014 17:00;168.8;387
9/1/2014 17:30;293.2;641
9/1/2014 18:00;390;669.2
9/1/2014 18:30;278.6;233.9
9/1/2014 19:00;517.1;449.8
9/1/2014 19:30;161;0
9/1/2014 20:00;189.3;0
9/1/2014 20:30;296.9;0
9/1/2014 21:00;485.2;816
9/1/2014 21:30;435.7;801
9/1/2014 22:00;391.6;766.9
9/1/2014 22:30;343.3;747.2
9/1/2014 23:00;323.2;620.3
9/1/2014 23:30;225.1;570.9
10/1/2014 0:00;80.7;0.04
10/1/2014 0:30;22.99;0
10/1/2014 1:00;1.4;0
10/1/2014 1:30;0;0
10/1/2014 2:00;0;0
10/1/2014 2:30;0;0
10/1/2014 3:00;0;0
10/1/2014 3:30;0;0
10/1/2014 4:00;0;0
10/1/2014 4:30;0;0
10/1/2014 5:00;0;0
10/1/2014 5:30;0;0
10/1/2014 6:00;0;0
10/1/2014 6:30;0;0
10/1/2014 7:00;0;0
10/1/2014 7:30;0;0
10/1/2014 8:00;0;0
10/1/2014 8:30;0;0
10/1/2014 9:00;0;0
10/1/2014 9:30;0;0
10/1/2014 10:00;0;0
10/1/2014 10:30;0;0
10/1/2014 11:00;0;0
10/1/2014 11:30;0;0
10/1/2014 12:00;0;0
10/1/2014 12:30;0;0
10/1/2014 13:00;0;0
10/1/2014 13:30;0;0
10/1/2014 14:00;0;0
10/1/2014 14:30;0;0
10/1/2014 15:00;0;0
10/1/2014 15:30;1.4;0
10/1/2014 16:00;73.04;256.9
10/1/2014 16:30;111.3;138.8
10/1/2014 17:00;164.2;337.9
10/1/2014 17:30;289.7;638.4
10/1/2014 18:00;370.5;706.9
10/1/2014 18:30;387.4;618.8
10/1/2014 19:00;403.9;654.7
10/1/2014 19:30;451;720.4
10/1/2014 20:00;477.1;717.3
10/1/2014 20:30;466.8;662.9
10/1/2014 21:00;437.3;598.3
10/1/2014 21:30;374.1;493.3
10/1/2014 22:00;314.9;385.4
10/1/2014 22:30;264.3;364
10/1/2014 23:00;185.2;169.3
10/1/2014 23:30;255.4;442.2
11/1/2014 0:00;138.3;247.9
11/1/2014 0:30;37.46;6.11
11/1/2014 1:00;3.48;0
11/1/2014 1:30;0;0
11/1/2014 2:00;0;0
11/1/2014 2:30;0;0
11/1/2014 3:00;0;0
11/1/2014 3:30;0;0
11/1/2014 4:00;0;0
11/1/2014 4:30;0;0
11/1/2014 5:00;0;0
11/1/2014 5:30;0;0
11/1/2014 6:00;0;0
11/1/2014 6:30;0;0
11/1/2014 7:00;0;0
11/1/2014 7:30;0;0
11/1/2014 8:00;0;0
11/1/2014 8:30;0;0
11/1/2014 9:00;0;0
11/1/2014 9:30;0;0
11/1/2014 10:00;0;0
11/1/2014 10:30;0;0
11/1/2014 11:00;0;0
11/1/2014 11:30;0;0
11/1/2014 12:00;0;0
11/1/2014 12:30;0;0
11/1/2014 13:00;0;0
11/1/2014 13:30;0;0
11/1/2014 14:00;0;0
11/1/2014 14:30;0;0
11/1/2014 15:00;0;0
11/1/2014 15:30;0.59;0
11/1/2014 16:00;31.68;0
11/1/2014 16:30;55.11;0
11/1/2014 17:00;72.59;0
11/1/2014 17:30;92.4;0
11/1/2014 18:00;67.84;0
11/1/2014 18:30;44.14;0
11/1/2014 19:00;68.78;0
11/1/2014 19:30;67.3;0
11/1/2014 20:00;62.38;0
11/1/2014 20:30;111.8;0
11/1/2014 21:00;71.58;0
11/1/2014 21:30;46.84;0
11/1/2014 22:00;95.8;0
11/1/2014 22:30;95.9;0
11/1/2014 23:00;52.52;0
11/1/2014 23:30;38.81;0
12/1/2014 0:00;33.85;0
12/1/2014 0:30;25.6;0
12/1/2014 1:00;1.72;0
12/1/2014 1:30;0;0
12/1/2014 2:00;0;0
12/1/2014 2:30;0;0
12/1/2014 3:00;0;0
12/1/2014 3:30;0;0
12/1/2014 4:00;0;0
12/1/2014 4:30;0;0
12/1/2014 5:00;0;0
12/1/2014 5:30;0;0
12/1/2014 6:00;0;0
12/1/2014 6:30;0;0
12/1/2014 7:00;0;0
12/1/2014 7:30;0;0
12/1/2014 8:00;0;0
12/1/2014 8:30;0;0
12/1/2014 9:00;0;0
12/1/2014 9:30;0;0
12/1/2014 10:00;0;0
12/1/2014 10:30;0;0
12/1/2014 11:00;0;0
12/1/2014 11:30;0;0
12/1/2014 12:00;0;0
12/1/2014 12:30;0;0
12/1/2014 13:00;0;0
12/1/2014 13:30;0;0
12/1/2014 14:00;0;0
12/1/2014 14:30;0;0
12/1/2014 15:00;0;0
12/1/2014 15:30;0.91;0
12/1/2014 16:00;44.19;67.7
12/1/2014 16:30;133.8;516.7
12/1/2014 17:00;242.8;777.8
12/1/2014 17:30;314;822
12/1/2014 18:00;377.3;851
12/1/2014 18:30;429.9;868
12/1/2014 19:00;533.9;890
12/1/2014 19:30;354.1;567.7
12/1/2014 20:00;518.3;904
12/1/2014 20:30;514.9;897
12/1/2014 21:00;499.6;887
12/1/2014 21:30;468.6;872
12/1/2014 22:00;427;847
12/1/2014 22:30;372.8;816
12/1/2014 23:00;305.4;766.1
12/1/2014 23:30;226.9;662.7
13/1/2014 0:00;155.4;613.3
13/1/2014 0:30;28.54;55.71
13/1/2014 1:00;5.03;0
13/1/2014 1:30;0;0
13/1/2014 2:00;0;0
13/1/2014 2:30;0;0
13/1/2014 3:00;0;0
13/1/2014 3:30;0;0
13/1/2014 4:00;0;0
13/1/2014 4:30;0;0
13/1/2014 5:00;0;0
13/1/2014 5:30;0;0
13/1/2014 6:00;0;0
13/1/2014 6:30;0;0
13/1/2014 7:00;0;0
13/1/2014 7:30;0;0
13/1/2014 8:00;0;0
13/1/2014 8:30;0;0
13/1/2014 9:00;0;0
13/1/2014 9:30;0;0
13/1/2014 10:00;0;0
13/1/2014 10:30;0;0
13/1/2014 11:00;0;0
13/1/2014 11:30;0;0
13/1/2014 12:00;0;0
13/1/2014 12:30;0;0
13/1/2014 13:00;0;0
13/1/2014 13:30;0;0
13/1/2014 14:00;0;0
13/1/2014 14:30;0;0
13/1/2014 15:00;0;0
13/1/2014 15:30;1.92;0
13/1/2014 16:00;72.74;475
13/1/2014 16:30;154.5;634.7
13/1/2014 17:00;236.9;726.4
13/1/2014 17:30;310.6;778.9
13/1/2014 18:00;376.9;820
13/1/2014 18:30;432.7;852
13/1/2014 19:00;473.9;863
13/1/2014 19:30;500.5;867
13/1/2014 20:00;517.4;878
13/1/2014 20:30;513.9;865
13/1/2014 21:00;502.1;862
13/1/2014 21:30;472.5;841
13/1/2014 22:00;431;818
13/1/2014 22:30;372.5;770.5
13/1/2014 23:00;308.5;726.4
13/1/2014 23:30;234.2;652.7
14/1/2014 0:00;157.6;553.7
14/1/2014 0:30;38.3;63.29
14/1/2014 1:00;6.49;0
14/1/2014 1:30;0;0
14/1/2014 2:00;0;0
14/1/2014 2:30;0;0
14/1/2014 3:00;0;0
14/1/2014 3:30;0;0
14/1/2014 4:00;0;0
14/1/2014 4:30;0;0
14/1/2014 5:00;0;0
14/1/2014 5:30;0;0
14/1/2014 6:00;0;0
14/1/2014 6:30;0;0
14/1/2014 7:00;0;0
14/1/2014 7:30;0;0
14/1/2014 8:00;0;0
14/1/2014 8:30;0;0
14/1/2014 9:00;0;0
14/1/2014 9:30;0;0
14/1/2014 10:00;0;0
14/1/2014 10:30;0;0
14/1/2014 11:00;0;0
14/1/2014 11:30;0;0
14/1/2014 12:00;0;0
14/1/2014 12:30;0;0
14/1/2014 13:00;0;0
14/1/2014 13:30;0;0
14/1/2014 14:00;0;0
14/1/2014 14:30;0;0
14/1/2014 15:00;0;0
14/1/2014 15:30;1.89;0
14/1/2014 16:00;73.08;484.4
14/1/2014 16:30;155.5;643.8
14/1/2014 17:00;238.3;738.6
14/1/2014 17:30;311.9;784.3
14/1/2014 18:00;377.1;815
14/1/2014 18:30;432.8;843
14/1/2014 19:00;476.8;858
14/1/2014 19:30;502.4;858
14/1/2014 20:00;520.4;871
14/1/2014 20:30;520.2;867
14/1/2014 21:00;505.2;858
14/1/2014 21:30;475;838
14/1/2014 22:00;432.9;815
14/1/2014 22:30;376.6;775.7
14/1/2014 23:00;312.3;734.9
14/1/2014 23:30;236.5;659.3
15/1/2014 0:00;157.7;562.2
15/1/2014 0:30;40.95;100.1
15/1/2014 1:00;6.87;0
15/1/2014 1:30;0;0
15/1/2014 2:00;0;0
15/1/2014 2:30;0;0
15/1/2014 3:00;0;0
15/1/2014 3:30;0;0
15/1/2014 4:00;0;0
15/1/2014 4:30;0;0
15/1/2014 5:00;0;0
15/1/2014 5:30;0;0
15/1/2014 6:00;0;0
15/1/2014 6:30;0;0
15/1/2014 7:00;0;0
15/1/2014 7:30;0;0
15/1/2014 8:00;0;0
15/1/2014 8:30;0;0
15/1/2014 9:00;0;0
15/1/2014 9:30;0;0
15/1/2014 10:00;0;0
15/1/2014 10:30;0;0
15/1/2014 11:00;0;0
15/1/2014 11:30;0;0
15/1/2014 12:00;0;0
15/1/2014 12:30;0;0
15/1/2014 13:00;0;0
15/1/2014 13:30;0;0
15/1/2014 14:00;0;0
15/1/2014 14:30;0;0
15/1/2014 15:00;0;0
15/1/2014 15:30;1.96;0
15/1/2014 16:00;68.8;388.9
15/1/2014 16:30;152.2;591.4
15/1/2014 17:00;235.2;695.2
15/1/2014 17:30;309.2;751.8
15/1/2014 18:00;375.8;791.1
15/1/2014 18:30;432.4;820
15/1/2014 19:00;474.9;839
15/1/2014 19:30;504.3;850
15/1/2014 20:00;520.3;861
15/1/2014 20:30;520;856
15/1/2014 21:00;506.1;849
15/1/2014 21:30;477.6;826
15/1/2014 22:00;434.3;803
15/1/2014 22:30;383.3;786.5
15/1/2014 23:00;320.6;754.3
15/1/2014 23:30;242.5;666.4
16/1/2014 0:00;159.3;537.5
16/1/2014 0:30;58.98;132.5
16/1/2014 1:00;8.17;0
16/1/2014 1:30;0;0
16/1/2014 2:00;0;0
16/1/2014 2:30;0;0
16/1/2014 3:00;0;0
16/1/2014 3:30;0;0
16/1/2014 4:00;0;0
16/1/2014 4:30;0;0
16/1/2014 5:00;0;0
16/1/2014 5:30;0;0
16/1/2014 6:00;0;0
16/1/2014 6:30;0;0
16/1/2014 7:00;0;0
16/1/2014 7:30;0;0
16/1/2014 8:00;0;0
16/1/2014 8:30;0;0
16/1/2014 9:00;0;0
16/1/2014 9:30;0;0
16/1/2014 10:00;0;0
16/1/2014 10:30;0;0
16/1/2014 11:00;0;0
16/1/2014 11:30;0;0
16/1/2014 12:00;0;0
16/1/2014 12:30;0;0
16/1/2014 13:00;0;0
16/1/2014 13:30;0;0
16/1/2014 14:00;0;0
16/1/2014 14:30;0;0
16/1/2014 15:00;0;0
16/1/2014 15:30;2.39;0
16/1/2014 16:00;76.31;456.5
16/1/2014 16:30;162.2;635.7
16/1/2014 17:00;247.4;735.1
16/1/2014 17:30;325.8;799.3
16/1/2014 18:00;393.3;836
16/1/2014 18:30;452.3;867
16/1/2014 19:00;493.9;884
16/1/2014 19:30;524.5;900
16/1/2014 20:00;540.5;904
16/1/2014 20:30;538;892
16/1/2014 21:00;524.8;885
16/1/2014 21:30;497.4;880
16/1/2014 22:00;453.3;850
16/1/2014 22:30;392.4;797.7
16/1/2014 23:00;325.3;747.2
16/1/2014 23:30;248.9;671.4
17/1/2014 0:00;167.7;558.7
17/1/2014 0:30;93.7;217.3
17/1/2014 1:00;10.43;0
17/1/2014 1:30;0;0
17/1/2014 2:00;0;0
17/1/2014 2:30;0;0
17/1/2014 3:00;0;0
17/1/2014 3:30;0;0
17/1/2014 4:00;0;0
17/1/2014 4:30;0;0
17/1/2014 5:00;0;0
17/1/2014 5:30;0;0
17/1/2014 6:00;0;0
17/1/2014 6:30;0;0
17/1/2014 7:00;0;0
17/1/2014 7:30;0;0
17/1/2014 8:00;0;0
17/1/2014 8:30;0;0
17/1/2014 9:00;0;0
17/1/2014 9:30;0;0
17/1/2014 10:00;0;0
17/1/2014 10:30;0;0
17/1/2014 11:00;0;0
17/1/2014 11:30;0;0
17/1/2014 12:00;0;0
17/1/2014 12:30;0;0
17/1/2014 13:00;0;0
17/1/2014 13:30;0;0
17/1/2014 14:00;0;0
17/1/2014 14:30;0;0
17/1/2014 15:00;0;0
17/1/2014 15:30;2.37;0
17/1/2014 16:00;82.9;592.3
17/1/2014 16:30;169.2;726.1
17/1/2014 17:00;253.5;808
17/1/2014 17:30;329.4;852
17/1/2014 18:00;396.1;884
17/1/2014 18:30;452.8;907
17/1/2014 19:00;496.3;920
17/1/2014 19:30;525;926
17/1/2014 20:00;540.9;929
17/1/2014 20:30;541;923
17/1/2014 21:00;525.5;910
17/1/2014 21:30;498;896
17/1/2014 22:00;455.9;879
17/1/2014 22:30;400.1;846
17/1/2014 23:00;334.6;804
17/1/2014 23:30;254.5;697.7
18/1/2014 0:00;171.4;577.8
18/1/2014 0:30;120.9;336.8
18/1/2014 1:00;9.28;0
18/1/2014 1:30;0;0
18/1/2014 2:00;0;0
18/1/2014 2:30;0;0
18/1/2014 3:00;0;0
18/1/2014 3:30;0;0
18/1/2014 4:00;0;0
18/1/2014 4:30;0;0
18/1/2014 5:00;0;0
18/1/2014 5:30;0;0
18/1/2014 6:00;0;0
18/1/2014 6:30;0;0
18/1/2014 7:00;0;0
18/1/2014 7:30;0;0
18/1/2014 8:00;0;0
18/1/2014 8:30;0;0
18/1/2014 9:00;0;0
18/1/2014 9:30;0;0
18/1/2014 10:00;0;0
18/1/2014 10:30;0;0
18/1/2014 11:00;0;0
18/1/2014 11:30;0;0
18/1/2014 12:00;0;0
18/1/2014 12:30;0;0
18/1/2014 13:00;0;0
18/1/2014 13:30;0;0
18/1/2014 14:00;0;0
18/1/2014 14:30;0;0
18/1/2014 15:00;0;0
18/1/2014 15:30;2.58;0
18/1/2014 16:00;84.1;587
18/1/2014 16:30;168.9;715.6
18/1/2014 17:00;252.8;792.8
18/1/2014 17:30;330.8;849
18/1/2014 18:00;398.4;882
18/1/2014 18:30;454.6;903
18/1/2014 19:00;497.1;912
18/1/2014 19:30;527.2;917
18/1/2014 20:00;543.3;920
18/1/2014 20:30;543.7;915
18/1/2014 21:00;526.6;895
18/1/2014 21:30;497.4;868
18/1/2014 22:00;456.8;845
18/1/2014 22:30;399.4;808
18/1/2014 23:00;332.6;763.6
18/1/2014 23:30;257.8;699
19/1/2014 0:00;177.4;608.7
19/1/2014 0:30;120.4;409.2
19/1/2014 1:00;12.34;0
19/1/2014 1:30;0;0
19/1/2014 2:00;0;0
19/1/2014 2:30;0;0
19/1/2014 3:00;0;0
19/1/2014 3:30;0;0
19/1/2014 4:00;0;0
19/1/2014 4:30;0;0
19/1/2014 5:00;0;0
19/1/2014 5:30;0;0
19/1/2014 6:00;0;0
19/1/2014 6:30;0;0
19/1/2014 7:00;0;0
19/1/2014 7:30;0;0
19/1/2014 8:00;0;0
19/1/2014 8:30;0;0
19/1/2014 9:00;0;0
19/1/2014 9:30;0;0
19/1/2014 10:00;0;0
19/1/2014 10:30;0;0
19/1/2014 11:00;0;0
19/1/2014 11:30;0;0
19/1/2014 12:00;0;0
19/1/2014 12:30;0;0
19/1/2014 13:00;0;0
19/1/2014 13:30;0;0
19/1/2014 14:00;0;0
19/1/2014 14:30;0;0
19/1/2014 15:00;0;0
19/1/2014 15:30;2.87;0
19/1/2014 16:00;86.2;581.8
19/1/2014 16:30;168.5;693.7
19/1/2014 17:00;250.1;765.4
19/1/2014 17:30;325.4;809
19/1/2014 18:00;397.9;859
19/1/2014 18:30;453;877
19/1/2014 19:00;496.6;891
19/1/2014 19:30;528.3;905
19/1/2014 20:00;542.5;904
19/1/2014 20:30;544;902
19/1/2014 21:00;527.9;883
19/1/2014 21:30;499.3;865
19/1/2014 22:00;460.6;855
19/1/2014 22:30;406.5;831
19/1/2014 23:00;340.4;793.6
19/1/2014 23:30;264.2;727.2
20/1/2014 0:00;183.8;644
20/1/2014 0:30;121.1;451.6
20/1/2014 1:00;11.66;0
20/1/2014 1:30;0;0
20/1/2014 2:00;0;0
20/1/2014 2:30;0;0
20/1/2014 3:00;0;0
20/1/2014 3:30;0;0
20/1/2014 4:00;0;0
20/1/2014 4:30;0;0
20/1/2014 5:00;0;0
20/1/2014 5:30;0;0
20/1/2014 6:00;0;0
20/1/2014 6:30;0;0
20/1/2014 7:00;0;0
20/1/2014 7:30;0;0
20/1/2014 8:00;0;0
20/1/2014 8:30;0;0
