data;air_temp;relhum;press;windsp;winddir;max_windsp;precipitation
3/1/2014 2:00;12.1;47;1006;0.52;137.9;1;0
3/1/2014 2:30;10.92;50.4;1006;0.7;94.2;1.4;0
3/1/2014 3:00;10.16;53.98;1006;0.36;145;0.8;0
3/1/2014 3:30;10.38;54.9;1006;0.62;124.3;0.9;0
3/1/2014 4:00;9.26;60.5;1006;1.5;75.8;2;0
3/1/2014 4:30;7.8;62.34;1006;1.64;64.6;2.3;0
3/1/2014 5:00;8.62;61.38;1006;0.9;104.2;1.8;0
3/1/2014 5:30;7.3;66.32;1006;1.5;66.4;2.2;0
3/1/2014 6:00;8.28;62.22;1006;1.06;84.2;1.7;0
3/1/2014 6:30;7.52;63.92;1006;0.64;102.2;1.7;0
3/1/2014 7:00;7.68;63.72;1007;0.82;280.2;1.7;0
3/1/2014 7:30;7.02;64.6;1007;1.26;72.8;2;0
3/1/2014 8:00;5.8;70;1006;1.56;70.8;2.2;0
3/1/2014 8:30;7.5;64.64;1007;1.9;47.8;2.9;0
3/1/2014 9:00;7.3;64.9;1006;2.04;68.61;2.8;0
3/1/2014 9:30;6.7;66.5;1006;0.76;102.9;2.1;0
3/1/2014 10:00;7;65.18;1006;2.58;31.2;3.4;0
3/1/2014 10:30;7.42;63.38;1006;2.36;51.2;3.2;0
3/1/2014 11:00;7.3;63.7;1006;1.84;12.2;2.8;0
3/1/2014 11:30;5.7;69.76;1006;1.64;76.01;2.6;0
3/1/2014 12:00;5.24;71.58;1006;0.96;115.2;1.7;0
3/1/2014 12:30;6.78;65.92;1006;2.38;35.8;3.4;0
3/1/2014 13:00;6.9;64.08;1006;2.02;13.4;3;0
3/1/2014 13:30;6.8;63.44;1006;2;29.77;3.2;0
3/1/2014 14:00;6.44;63.92;1006;2.2;26.41;3.8;0
3/1/2014 14:30;4.88;69.84;1006;1.34;149.1;2;0
3/1/2014 15:00;5.3;70.18;1006;1.16;127.4;1.6;0
3/1/2014 15:30;5.66;69.24;1006;2.2;49.4;3;0
3/1/2014 16:00;6.8;63.22;1006;1.94;32.6;3.5;0
3/1/2014 16:30;8.34;55.62;1006;0.64;31.39;0.9;0
3/1/2014 17:00;10.08;50.76;1006;0.5;33.21;0.7;0
3/1/2014 17:30;13.4;45.04;1007;0.4;231.9;0.7;0
3/1/2014 18:00;14.24;40.28;1007;0.6;259.8;0.9;0
3/1/2014 18:30;14.14;41.76;1007;0.86;327.3;2;0
3/1/2014 19:00;15.3;37.72;1006;1.7;275;2;0
3/1/2014 19:30;16;37.06;1006;1.74;293.8;2.4;0
3/1/2014 20:00;16.7;35.32;1005;1.56;281.4;2.1;0
3/1/2014 20:30;17.5;33.58;1005;1.54;318.1;2.3;0
3/1/2014 21:00;17.98;32.98;1004;2.18;306.4;3.1;0
3/1/2014 21:30;18.32;32.78;1004;2.04;271.4;2.6;0
3/1/2014 22:00;18.72;31.1;1003;1.56;299.4;2.6;0
3/1/2014 22:30;19;31.88;1003;2.18;271.2;3;0
3/1/2014 23:00;18.8;31.52;1003;2.54;311;3;0
3/1/2014 23:30;18.7;31.54;1003;2.4;313.8;2.9;0
4/1/2014 0:00;18.2;33.4;1003;1.78;293.6;2.3;0
4/1/2014 0:30;17.5;35.76;1002;1.26;317.2;1.7;0
4/1/2014 1:00;16.42;39.18;1003;0.76;301.2;1;0
4/1/2014 1:30;14.56;42.96;1003;0.62;108;0.8;0
4/1/2014 2:00;13.1;46.94;1003;0.76;84.4;1.2;0
4/1/2014 2:30;12.92;49.2;1003;0.78;140.4;1;0
4/1/2014 3:00;10.18;54.32;1003;0.48;96;0.6;0
4/1/2014 3:30;9.52;57.58;1003;0.94;94.9;1.8;0
4/1/2014 4:00;8.5;61.52;1003;1.58;67.97;2.3;0
4/1/2014 4:30;8.38;62.72;1003;1.08;71.96;1.8;0
4/1/2014 5:00;8.72;62.38;1003;0.96;95.8;2;0
4/1/2014 5:30;9;61.92;1004;1.62;71;1.9;0
4/1/2014 6:00;9.12;61.78;1004;0.64;46.88;1.4;0
4/1/2014 6:30;8.1;65.34;1004;1.2;85.6;1.8;0
4/1/2014 7:00;7.94;65.94;1004;1.78;78.81;3;0
4/1/2014 7:30;8.4;63.2;1004;1.44;35.59;2;0
4/1/2014 8:00;7.74;65.7;1004;2.48;26.8;3.7;0
4/1/2014 8:30;7.5;65.56;1004;2.08;54.8;3.4;0
4/1/2014 9:00;7.1;67.38;1004;2.14;50.19;2.9;0
4/1/2014 9:30;7;67;1004;2.38;46.8;3.7;0
4/1/2014 10:00;5.2;73.4;1004;0.7;116.4;1.9;0
4/1/2014 10:30;6.52;69.36;1004;2.16;38.8;3.4;0
4/1/2014 11:00;6.8;68.18;1004;2.22;36.01;3.1;0
4/1/2014 11:30;7.2;67.12;1004;2.66;18.8;4;0
4/1/2014 12:00;6.6;67.84;1004;1.78;18.62;3.1;0
4/1/2014 12:30;6.4;67.48;1004;1.4;43.29;2.3;0
4/1/2014 13:00;6.1;68.2;1004;1.34;57.62;2.2;0
4/1/2014 13:30;5.6;69.84;1004;1.88;56.76;2.9;0
4/1/2014 14:00;4.58;71.14;1004;1.62;187.4;2.5;0
4/1/2014 14:30;3.2;76.64;1004;1.54;189.8;2.2;0
4/1/2014 15:00;4.9;71.78;1005;1.68;91.5;2.4;0
4/1/2014 15:30;4.4;73.5;1005;1.46;246.4;2.4;0
4/1/2014 16:00;5.5;67.92;1005;1.5;72.18;2.1;0
4/1/2014 16:30;7.3;63.48;1005;0.64;194.6;0.9;0
4/1/2014 17:00;9.1;58.62;1006;0.98;257.4;1.7;0
4/1/2014 17:30;9.8;56.66;1006;2.14;299.4;3.4;0
4/1/2014 18:00;10.9;53.52;1006;2.12;299.8;2.9;0
4/1/2014 18:30;12.6;49.3;1006;1.58;285.1;2.5;0
4/1/2014 19:00;13.34;46.7;1006;2.86;309.4;3.8;0
4/1/2014 19:30;13.58;46.72;1005;3.9;315.4;5.3;0
4/1/2014 20:00;14;46.1;1005;3.36;301.4;4;0
4/1/2014 20:30;14.9;43.14;1005;2.72;291.8;3.9;0
4/1/2014 21:00;15.8;39.24;1004;1.18;212.1;2.4;0
4/1/2014 21:30;15.6;35.46;1004;3.32;301.2;4.4;0
4/1/2014 22:00;16;33.44;1004;3.8;317;4.8;0
4/1/2014 22:30;16.4;32.38;1004;3.7;304.6;4.6;0
4/1/2014 23:00;16.9;30.96;1004;1.68;289.5;2.3;0
4/1/2014 23:30;17.9;27.5;1004;0.8;244.8;1.5;0
5/1/2014 0:00;17.9;25.8;1004;0.9;310.2;1.7;0
5/1/2014 0:30;16.7;31.6;1004;0.48;116.8;0.7;0
5/1/2014 1:00;15.78;33.18;1004;0.36;134.2;0.6;0
5/1/2014 1:30;13.78;36.78;1004;0.36;260;0.5;0
5/1/2014 2:00;10.7;43.2;1004;0.86;76.2;1.4;0
5/1/2014 2:30;9.9;46.18;1004;0.54;85.2;0.8;0
5/1/2014 3:00;8.6;52.04;1004;0.96;89.5;1.5;0
5/1/2014 3:30;8.2;54.22;1005;1.7;77.18;2.7;0
5/1/2014 4:00;8.5;55.92;1005;1.12;105.2;2;0
5/1/2014 4:30;8.6;56.68;1005;1.52;86;2.3;0
5/1/2014 5:00;8.7;55.58;1006;1.38;93.9;2.5;0
5/1/2014 5:30;8.2;56.68;1006;1.66;66.8;2.3;0
5/1/2014 6:00;7.9;57.78;1007;1.04;74.98;1.6;0
5/1/2014 6:30;7.7;58.72;1007;1.28;70.62;2;0
5/1/2014 7:00;7.9;58.5;1007;1.08;82.5;2;0
5/1/2014 7:30;8.12;59.64;1007;1.6;69.6;2.5;0
5/1/2014 8:00;9.1;58.26;1007;0.78;109.7;1.1;0
5/1/2014 8:30;8.8;59.44;1007;1.18;61;2.1;0
5/1/2014 9:00;6.62;65.94;1007;2.08;11.26;3.8;0
5/1/2014 9:30;6.5;67.02;1008;1.68;28.61;3;0
5/1/2014 10:00;6.5;67.3;1008;2.66;45.02;4.3;0
5/1/2014 10:30;6.6;64.28;1008;1.74;55.66;3.2;0
5/1/2014 11:00;6.2;65.1;1008;2.12;54.59;2.9;0
5/1/2014 11:30;5.7;66.24;1008;2.28;43.61;3.7;0
5/1/2014 12:00;5.26;67.14;1008;1.58;62.24;2.5;0
5/1/2014 12:30;5.3;64.56;1008;1.7;55.42;3.2;0
5/1/2014 13:00;5.2;63.24;1008;2.06;50.63;3.2;0
5/1/2014 13:30;4.8;64.02;1009;1.64;62.88;2.8;0
5/1/2014 14:00;4.9;60.96;1009;1.62;135;2.6;0
5/1/2014 14:30;4.9;58.86;1009;1.36;79.9;2.5;0
5/1/2014 15:00;4.68;57.32;1009;1.38;169.4;2.1;0
5/1/2014 15:30;3.9;58.96;1010;0.24;100;1.5;0
5/1/2014 16:00;4.22;57.14;1010;2.32;56.62;3.4;0
5/1/2014 16:30;5.9;53.88;1010;2.2;39.61;3.3;0
5/1/2014 17:00;8.58;52.04;1011;0.4;218.4;0.7;0
5/1/2014 17:30;10.9;41.98;1011;0.72;91;0.9;0
5/1/2014 18:00;12.46;36.64;1012;1.08;278.6;1.8;0
5/1/2014 18:30;12.8;37.36;1011;1.12;297.6;1.6;0
5/1/2014 19:00;14.4;34.32;1011;0.66;260.3;1.4;0
5/1/2014 19:30;15.2;34.84;1011;0.9;283;1.5;0
5/1/2014 20:00;16.6;33.12;1010;1.46;310.7;2.1;0
5/1/2014 20:30;17;32.84;1010;1.56;282.2;2.2;0
5/1/2014 21:00;17.46;32.56;1010;1.2;295.3;2;0
5/1/2014 21:30;17.8;31.8;1009;0.52;332.1;0.8;0
5/1/2014 22:00;18.44;30.98;1009;1.22;296.3;2;0
5/1/2014 22:30;18.3;31.1;1009;1.48;285.1;2;0
5/1/2014 23:00;18.4;31.34;1009;0.5;292;0.8;0
5/1/2014 23:30;18.5;31.5;1009;1.28;302.3;1.8;0
6/1/2014 0:00;17.9;33.1;1009;1.7;278.3;2.1;0
6/1/2014 0:30;17.1;34.44;1009;0.9;295.8;1.4;0
6/1/2014 1:00;16.24;36.44;1009;0.86;303.4;1.1;0
6/1/2014 1:30;13.94;41.54;1010;0.3;161.4;0.4;0
6/1/2014 2:00;11.94;47.08;1010;1.02;76;1.2;0
6/1/2014 2:30;9.9;51.78;1010;0.64;88.6;0.9;0
6/1/2014 3:00;9.04;55.08;1010;0.96;86.4;1.8;0
6/1/2014 3:30;9.28;57.4;1010;1.68;72.6;2.1;0
6/1/2014 4:00;8.2;58.88;1010;1.82;68.2;2.7;0
6/1/2014 4:30;8.62;60.02;1011;0.84;90.8;2;0
6/1/2014 5:00;8.5;60.2;1011;2.06;41.6;2.8;0
6/1/2014 5:30;8.28;60.22;1011;1.74;60.2;2.3;0
6/1/2014 6:00;7.14;63.58;1011;1.56;40.49;3.8;0
6/1/2014 6:30;7.32;62.34;1011;1.52;56.43;2.8;0
6/1/2014 7:00;7.44;60.18;1011;1.82;62.4;3.3;0
6/1/2014 7:30;7.88;57.16;1011;1.98;37.98;3;0
6/1/2014 8:00;7.38;59.14;1011;1.92;40;2.4;0
6/1/2014 8:30;7.2;59.48;1011;1.44;51.99;2.9;0
6/1/2014 9:00;7.54;56.66;1011;1.3;54.71;2.1;0
6/1/2014 9:30;7;56.5;1012;2.6;39;3.8;0
6/1/2014 10:00;6.74;57.66;1012;1.4;37.77;2.8;0
6/1/2014 10:30;6;61.52;1012;0.98;286;2;0
6/1/2014 11:00;6.6;60;1012;2.14;51.61;3.1;0
6/1/2014 11:30;6.56;60.82;1012;1.3;53.55;2;0
6/1/2014 12:00;6.44;56.78;1012;2.38;39.2;3.8;0
6/1/2014 12:30;5.7;59.42;1012;1.82;68.8;3.1;0
6/1/2014 13:00;4.76;64.4;1012;1.18;245.2;2.6;0
6/1/2014 13:30;6.2;55.92;1012;1.96;31.01;3.2;0
6/1/2014 14:00;6.8;54.68;1012;1.58;14.2;2.4;0
6/1/2014 14:30;6;54.76;1012;3.1;39.4;4.9;0
6/1/2014 15:00;6.2;54.5;1013;0.76;357.2;2;0
6/1/2014 15:30;5.02;59.9;1013;1.82;300.6;2.5;0
6/1/2014 16:00;5.9;55.68;1013;2.26;56;2.9;0
6/1/2014 16:30;5.8;60.16;1013;0.44;221.4;1.3;0
6/1/2014 17:00;6.9;55.98;1014;0.5;111.8;1.4;0
6/1/2014 17:30;8.92;50.9;1014;0.38;68.41;0.6;0
6/1/2014 18:00;9.5;50.82;1014;1.18;96.4;1.7;0
6/1/2014 18:30;12.38;44.18;1014;0.52;354.8;0.8;0
6/1/2014 19:00;12.66;42.4;1014;1.12;296;1.6;0
6/1/2014 19:30;14;38;1013;0.4;118.5;0.7;0
6/1/2014 20:00;14.3;38.58;1013;1.78;279.4;2.4;0
6/1/2014 20:30;14.3;37.2;1012;0.66;58.42;1;0
6/1/2014 21:00;14.8;35.84;1012;0.66;290.1;1;0
6/1/2014 21:30;15.56;34.02;1011;1.32;306.2;1.6;0
6/1/2014 22:00;15.5;32.94;1011;0.9;300.6;1.1;0
6/1/2014 22:30;16.5;31.32;1011;1.38;284.8;2;0
6/1/2014 23:00;16.84;31.14;1010;0.6;313;0.7;0
6/1/2014 23:30;16.02;32.58;1011;1.4;255.6;1.7;0
7/1/2014 0:00;15.5;33.68;1011;0.7;320.6;1;0
7/1/2014 0:30;14.84;34.62;1011;0.66;294.4;0.9;0
7/1/2014 1:00;14.3;35.86;1010;0.42;96.8;0.6;0
7/1/2014 1:30;13.5;39.24;1010;0.48;106.6;0.8;0
7/1/2014 2:00;13.1;39.96;1010;0.38;116.2;0.6;0
7/1/2014 2:30;12.78;40.56;1010;1.72;302;2.2;0
7/1/2014 3:00;12.36;42.62;1010;0.18;177.9;0.3;0
7/1/2014 3:30;12.2;42.26;1011;0.94;297.6;1.3;0
7/1/2014 4:00;11.84;41.92;1011;0.38;225;0.6;0
7/1/2014 4:30;11.4;49.16;1011;0.64;162;0.9;0
7/1/2014 5:00;11.5;47.56;1011;0.3;153.3;0.8;0
7/1/2014 5:30;11.3;47;1011;0.26;229.6;0.7;0
7/1/2014 6:00;11.2;48.42;1010;0.26;102.5;0.6;0
7/1/2014 6:30;10.8;48.96;1010;0.52;88;1.1;0
7/1/2014 7:00;10.9;48.8;1010;0.46;138.1;0.8;0
7/1/2014 7:30;10.2;51.12;1009;1.56;44;2.3;0
7/1/2014 8:00;10.38;51.04;1010;1.34;336.8;1.8;0
7/1/2014 8:30;8.72;57.9;1010;0.88;84.2;1.5;0
7/1/2014 9:00;7.54;61.38;1010;0.9;80.8;1.6;0
7/1/2014 9:30;7.06;63.72;1010;1.26;73.81;2;0
7/1/2014 10:00;7.66;62.9;1010;1.32;65.38;2.1;0
7/1/2014 10:30;6.8;66.46;1010;1.3;68.19;2;0
7/1/2014 11:00;5.74;68.32;1010;1.98;59.6;2.6;0
7/1/2014 11:30;5.5;67.72;1010;0.7;167.6;1;0
7/1/2014 12:00;4.8;73.96;1010;1.4;183.4;2;0
7/1/2014 12:30;5.8;67.62;1010;2.94;38.4;4;0
7/1/2014 13:00;6.2;64.7;1009;0.7;226.7;1.7;0
7/1/2014 13:30;5.84;65.88;1009;2.96;59.2;4.1;0
7/1/2014 14:00;5.7;66.6;1009;1.16;276.4;2.2;0
7/1/2014 14:30;5.58;65.88;1010;1.96;50;3.1;0
7/1/2014 15:00;4.74;68.84;1009;1.08;230.8;1.8;0
7/1/2014 15:30;5.1;70.5;1010;1.82;269.9;2.5;0
7/1/2014 16:00;4.5;71.64;1010;1.18;108.5;1.9;0
7/1/2014 16:30;5.14;69.34;1010;1.04;75.33;1.8;0
7/1/2014 17:00;7.2;60.42;1010;0.9;335.8;1.8;0
7/1/2014 17:30;7.8;58.68;1010;0.9;77.26;1.9;0
7/1/2014 18:00;7.64;62.9;1011;0.76;266.6;1.5;0
7/1/2014 18:30;10.24;52.4;1011;0.82;205.3;1.1;0
7/1/2014 19:00;13.1;42;1011;0.64;257.2;1.2;0
7/1/2014 19:30;14.3;37.34;1011;0.34;199.5;0.6;0
7/1/2014 20:00;15.62;35.28;1010;0.72;245.6;1.5;0
7/1/2014 20:30;16.02;33.52;1010;1.32;291.2;2.2;0
7/1/2014 21:00;16.86;31.74;1009;1.26;252.8;2.2;0
7/1/2014 21:30;16.88;31.86;1009;0.74;126.1;1.1;0
7/1/2014 22:00;17.4;29.26;1008;1.68;126.4;2.3;0
7/1/2014 22:30;18.04;28.54;1008;0.84;244.3;1.4;0
7/1/2014 23:00;18;27.58;1008;1.2;190.9;2.1;0
7/1/2014 23:30;17.72;28.46;1008;0.84;254.5;1.3;0
8/1/2014 0:00;17.3;29.12;1008;1.3;209.1;1.8;0
8/1/2014 0:30;16.3;30.6;1008;0.88;208;1.5;0
8/1/2014 1:00;14.86;32.84;1008;0.2;58.33;0.3;0
8/1/2014 1:30;13;37;1008;0.62;129.4;0.8;0
8/1/2014 2:00;12;39.5;1008;0.4;89;0.6;0
8/1/2014 2:30;11.22;41.44;1008;0.5;99.6;1;0
8/1/2014 3:00;10.4;43.86;1008;0.82;128.2;1.2;0
8/1/2014 3:30;10.16;44.86;1008;1.08;80.6;1.6;0
8/1/2014 4:00;9.2;47.6;1009;1.14;89.2;1.9;0
8/1/2014 4:30;8.5;49.48;1009;1.48;72.24;2.5;0
8/1/2014 5:00;10.16;45.72;1009;0.76;91.4;1.3;0
8/1/2014 5:30;8.5;50.46;1009;1.1;95.4;1.7;0
8/1/2014 6:00;7.98;52.5;1009;0.84;102.1;1.7;0
8/1/2014 6:30;8.88;49.72;1010;0.94;117.3;1.8;0
8/1/2014 7:00;8.9;49.74;1010;1.42;89.2;2.2;0
8/1/2014 7:30;8.2;51.9;1010;0.92;97.2;1.7;0
8/1/2014 8:00;8.9;50.8;1010;0.56;131;0.9;0
8/1/2014 8:30;9.54;49.02;1010;1.2;130.2;2;0
8/1/2014 9:00;9.2;49.88;1009;0.8;116.5;1.2;0
8/1/2014 9:30;7.84;55.04;1009;1.42;111;2.1;0
8/1/2014 10:00;7.6;57.4;1009;1.4;117.1;2.3;0
8/1/2014 10:30;8.6;60.9;1009;1.08;131.6;2;0
8/1/2014 11:00;9.24;71.36;1009;1.12;133.2;1.6;0
8/1/2014 11:30;9.5;67.78;1009;0.96;140.6;1.6;0
8/1/2014 12:00;9.6;71.64;1009;1.14;132.3;1.6;0
8/1/2014 12:30;9.8;76.12;1009;1.3;132;2;0
8/1/2014 13:00;10.08;80.4;1009;1.48;133.7;2.8;0
8/1/2014 13:30;10;79.3;1009;2.14;132.6;3.3;0
8/1/2014 14:00;10.1;79.1;1010;2.12;140.4;3;0
8/1/2014 14:30;9.9;79.08;1010;2;142.4;2.8;0
8/1/2014 15:00;9.3;79.92;1010;0.58;140.6;1;0
8/1/2014 15:30;8.8;80.7;1010;1.64;131;2.5;0
8/1/2014 16:00;8.9;78.58;1010;1.64;166;2.5;0
8/1/2014 16:30;9.1;84.1;1010;1.3;145.8;2.3;0
8/1/2014 17:00;9.7;84.5;1011;1.04;132.8;1.8;0
8/1/2014 17:30;10.9;78.84;1011;1.54;153.4;2.4;0
8/1/2014 18:00;12.3;72.54;1011;0.98;239.2;1.6;0
8/1/2014 18:30;11.5;74.98;1011;1.02;250.3;1.5;0
8/1/2014 19:00;10.64;77;1011;1.7;244.4;2.6;0
8/1/2014 19:30;10.9;74.7;1011;1.1;301.6;1.4;0
8/1/2014 20:00;12;71.2;1010;1.3;59.42;1.7;0
8/1/2014 20:30;12.66;67.54;1009;1.2;141.5;2.3;0
8/1/2014 21:00;13.1;66.38;1009;0.86;234.1;1.2;0
8/1/2014 21:30;12.8;65.52;1009;1.78;261.4;2.8;0
8/1/2014 22:00;13.26;54.72;1009;1;323.5;1.4;0
8/1/2014 22:30;13.3;54.9;1009;0.64;94.9;0.9;0
8/1/2014 23:00;13.1;58.12;1009;1.7;132.8;2.4;0
8/1/2014 23:30;13.4;57.8;1008;1.28;151.3;1.7;0
9/1/2014 0:00;13.8;54.96;1009;0.54;219.1;1;0
9/1/2014 0:30;12.02;58.72;1009;1.24;249.3;2.3;0
9/1/2014 1:00;10.3;65.18;1009;0.96;223;1.7;0
9/1/2014 1:30;9.4;69.22;1010;0.96;83.2;2;0
9/1/2014 2:00;8.56;71.76;1009;1;99.8;1.6;0
9/1/2014 2:30;7.6;75.36;1010;1.14;91.7;2;0
9/1/2014 3:00;7.2;77.38;1010;1.12;100.9;1.8;0
9/1/2014 3:30;7.2;78.28;1010;1.54;76.62;2.2;0
9/1/2014 4:00;7.9;77;1010;1;101;1.7;0
9/1/2014 4:30;7.62;77.76;1011;0.94;81.3;1.8;0
9/1/2014 5:00;7.5;78.08;1011;0.94;89.2;1.5;0
9/1/2014 5:30;7.2;77.58;1011;1.08;86.8;2;0
9/1/2014 6:00;7.1;76.68;1010;1.66;74.07;2.8;0
9/1/2014 6:30;7.5;74.86;1010;1.14;97.5;2;0
9/1/2014 7:00;7.4;74.24;1010;1.02;60.05;1.7;0
9/1/2014 7:30;6.6;76.58;1010;1.2;82.4;1.8;0
9/1/2014 8:00;6.72;75.96;1010;0.86;76.69;1.7;0
9/1/2014 8:30;6.54;76.86;1010;1;96.8;1.8;0
9/1/2014 9:00;7.02;76.1;1010;1.64;60.6;2.6;0
9/1/2014 9:30;6.34;78.16;1010;1.48;79.79;2.4;0
9/1/2014 10:00;6.7;80.4;1010;1;103.3;1.7;0
9/1/2014 10:30;6.7;82;1010;0.84;121.7;1.8;0
9/1/2014 11:00;7.3;80.1;1010;1.04;104.1;1.8;0
9/1/2014 11:30;7.6;79.58;1010;1.08;117.1;1.8;0
9/1/2014 12:00;7.7;79.04;1010;1.24;89.1;2.5;0
9/1/2014 12:30;7.8;79.3;1010;1.4;92;2;0
9/1/2014 13:00;7.8;79.1;1010;1.18;96.1;1.6;0
9/1/2014 13:30;7.5;80.8;1010;1.02;134.9;1.6;0
9/1/2014 14:00;7.7;80.7;1010;1.42;136.6;2;0
9/1/2014 14:30;7.84;81.5;1010;1.38;119.4;2.1;0
9/1/2014 15:00;8.4;79;1010;1.48;135.2;3.1;0
9/1/2014 15:30;7.5;80.1;1010;1.5;119.8;2.1;0
9/1/2014 16:00;7.6;80.3;1011;1.16;119;1.7;0
9/1/2014 16:30;8.06;78.36;1011;1.38;139.5;2.2;0
9/1/2014 17:00;9.92;75.96;1012;2.02;140.8;3;0
9/1/2014 17:30;11;72.16;1011;3.46;127.8;4.4;0
9/1/2014 18:00;11.58;70.44;1012;1.78;142.9;2.8;0
9/1/2014 18:30;11.48;72.62;1012;1.36;246.6;2.9;0
9/1/2014 19:00;11.82;72.36;1012;1.72;166.3;2.1;0
9/1/2014 19:30;11.2;75.66;1012;1.78;210.4;2.8;0
9/1/2014 20:00;11.4;74.9;1012;1.34;91.3;1.8;0
9/1/2014 20:30;13;68.4;1011;1;256.9;1.9;0
9/1/2014 21:00;14.1;62.62;1011;0.62;216.4;1;0
9/1/2014 21:30;14.62;58.62;1010;1.08;144.3;1.6;0
9/1/2014 22:00;15;57.08;1010;1.1;296.5;1.8;0
9/1/2014 22:30;15.2;55.7;1010;1.62;320.4;2.2;0
9/1/2014 23:00;15.78;54.92;1010;2.08;267.7;2.9;0
9/1/2014 23:30;15.4;56.04;1010;0.78;271.9;1.4;0
10/1/2014 0:00;15;57.32;1010;1.12;291.8;1.5;0
10/1/2014 0:30;14.7;57.94;1010;0.58;350.9;1.6;0
10/1/2014 1:00;14.5;58.36;1011;1.76;298;2.2;0
10/1/2014 1:30;14;59.34;1011;1.52;315;1.8;0
10/1/2014 2:00;13.3;63.02;1011;0.56;66.81;1.1;0
10/1/2014 2:30;12.5;66.78;1011;0.64;123.8;0.9;0
10/1/2014 3:00;11.68;68.66;1011;0.32;159.1;0.5;0
10/1/2014 3:30;10.9;73.06;1011;0.54;278.1;0.8;0
10/1/2014 4:00;10.62;72.82;1011;0.88;67.19;1.1;0
10/1/2014 4:30;8.72;77.2;1011;0.74;274.6;1.6;0
10/1/2014 5:00;7.8;79.32;1011;1.64;54.33;2.5;0
10/1/2014 5:30;8.3;81.5;1012;1.22;44.2;1.7;0
10/1/2014 6:00;7.5;81.8;1012;1.04;73.41;1.7;0
10/1/2014 6:30;6.98;86;1011;1.94;58;3.2;0
10/1/2014 7:00;6.7;80.5;1011;1.44;27.79;2.5;0
10/1/2014 7:30;6.22;88.5;1012;1.32;50.63;2.2;0
10/1/2014 8:00;7.1;84;1011;2.14;54.2;3.5;0
10/1/2014 8:30;6.96;80;1011;1.12;271.6;2;0
10/1/2014 9:00;5.1;88.4;1011;1.58;309.2;2.2;0
10/1/2014 9:30;5.1;91;1011;1.28;65.8;2;0
10/1/2014 10:00;4.88;88.2;1011;1;173;1.4;0
10/1/2014 10:30;4.8;90.8;1012;1.96;59.2;2.5;0
10/1/2014 11:00;4;87.5;1011;1.42;147.5;2.1;0
10/1/2014 11:30;4.3;85.1;1011;1.7;199;2.3;0
10/1/2014 12:00;4.8;91.7;1011;2.16;43.34;3.4;0
10/1/2014 12:30;5.4;89.1;1011;1.24;33.9;2.5;0
10/1/2014 13:00;4.68;88.7;1011;1.28;2.999;2.4;0
