data;ghi;dni;air_temp;relhum;press;windsp;winddir;max_windsp;precipitation
3/1/2014 15:30;2.13;0;5.66;69.24;1006;2.2;49.4;3;0
3/1/2014 16:00;64.26;467.4;6.8;63.22;1006;1.94;32.6;3.5;0
3/1/2014 16:30;144.3;641.1;8.34;55.62;1006;0.64;31.39;0.9;0
3/1/2014 17:00;222.5;736.4;10.08;50.76;1006;0.5;33.21;0.7;0
3/1/2014 17:30;292.4;786.1;13.4;45.04;1007;0.4;231.9;0.7;0
3/1/2014 18:00;353.6;819;14.24;40.28;1007;0.6;259.8;0.9;0
3/1/2014 18:30;405.8;847;14.14;41.76;1007;0.86;327.3;2;0
3/1/2014 19:00;445.6;863;15.3;37.72;1006;1.7;275;2;0
3/1/2014 19:30;470.2;866;16;37.06;1006;1.74;293.8;2.4;0
3/1/2014 20:00;482.5;867;16.7;35.32;1005;1.56;281.4;2.1;0
3/1/2014 20:30;479.7;860;17.5;33.58;1005;1.54;318.1;2.3;0
3/1/2014 21:00;463;847;17.98;32.98;1004;2.18;306.4;3.1;0
3/1/2014 21:30;434.3;834;18.32;32.78;1004;2.04;271.4;2.6;0
3/1/2014 22:00;390.7;807;18.72;31.1;1003;1.56;299.4;2.6;0
3/1/2014 22:30;335.8;765.4;19;31.88;1003;2.18;271.2;3;0
3/1/2014 23:00;270.2;704.2;18.8;31.52;1003;2.54;311;3;0
3/1/2014 23:30;199.9;635.7;18.7;31.54;1003;2.4;313.8;2.9;0
4/1/2014 0:00;132.6;513;18.2;33.4;1003;1.78;293.6;2.3;0
4/1/2014 0:30;24.74;30.46;17.5;35.76;1002;1.26;317.2;1.7;0
4/1/2014 1:00;0;0;16.42;39.18;1003;0.76;301.2;1;0
4/1/2014 1:30;0;0;14.56;42.96;1003;0.62;108;0.8;0
4/1/2014 2:00;0;0;13.1;46.94;1003;0.76;84.4;1.2;0
4/1/2014 2:30;0;0;12.92;49.2;1003;0.78;140.4;1;0
4/1/2014 3:00;0;0;10.18;54.32;1003;0.48;96;0.6;0
4/1/2014 3:30;0;0;9.52;57.58;1003;0.94;94.9;1.8;0
4/1/2014 4:00;0;0;8.5;61.52;1003;1.58;67.97;2.3;0
4/1/2014 4:30;0;0;8.38;62.72;1003;1.08;71.96;1.8;0
4/1/2014 5:00;0;0;8.72;62.38;1003;0.96;95.8;2;0
4/1/2014 5:30;0;0;9;61.92;1004;1.62;71;1.9;0
4/1/2014 6:00;0;0;9.12;61.78;1004;0.64;46.88;1.4;0
4/1/2014 6:30;0;0;8.1;65.34;1004;1.2;85.6;1.8;0
4/1/2014 7:00;0;0;7.94;65.94;1004;1.78;78.81;3;0
4/1/2014 7:30;0;0;8.4;63.2;1004;1.44;35.59;2;0
4/1/2014 8:00;0;0;7.74;65.7;1004;2.48;26.8;3.7;0
4/1/2014 8:30;0;0;7.5;65.56;1004;2.08;54.8;3.4;0
4/1/2014 9:00;0;0;7.1;67.38;1004;2.14;50.19;2.9;0
4/1/2014 9:30;0;0;7;67;1004;2.38;46.8;3.7;0
4/1/2014 10:00;0;0;5.2;73.4;1004;0.7;116.4;1.9;0
4/1/2014 10:30;0;0;6.52;69.36;1004;2.16;38.8;3.4;0
4/1/2014 11:00;0;0;6.8;68.18;1004;2.22;36.01;3.1;0
4/1/2014 11:30;0;0;7.2;67.12;1004;2.66;18.8;4;0
4/1/2014 12:00;0;0;6.6;67.84;1004;1.78;18.62;3.1;0
4/1/2014 12:30;0;0;6.4;67.48;1004;1.4;43.29;2.3;0
4/1/2014 13:00;0;0;6.1;68.2;1004;1.34;57.62;2.2;0
4/1/2014 13:30;0;0;5.6;69.84;1004;1.88;56.76;2.9;0
4/1/2014 14:00;0;0;4.58;71.14;1004;1.62;187.4;2.5;0
4/1/2014 14:30;0;0;3.2;76.64;1004;1.54;189.8;2.2;0
4/1/2014 15:00;0;0;4.9;71.78;1005;1.68;91.5;2.4;0
4/1/2014 15:30;2.11;0;4.4;73.5;1005;1.46;246.4;2.4;0
4/1/2014 16:00;68.08;517.7;5.5;67.92;1005;1.5;72.18;2.1;0
4/1/2014 16:30;149.4;669.1;7.3;63.48;1005;0.64;194.6;0.9;0
4/1/2014 17:00;228.1;740.7;9.1;58.62;1006;0.98;257.4;1.7;0
4/1/2014 17:30;297.9;784;9.8;56.66;1006;2.14;299.4;3.4;0
4/1/2014 18:00;362.1;823;10.9;53.52;1006;2.12;299.8;2.9;0
4/1/2014 18:30;415.7;852;12.6;49.3;1006;1.58;285.1;2.5;0
4/1/2014 19:00;454.7;864;13.34;46.7;1006;2.86;309.4;3.8;0
4/1/2014 19:30;484.5;879;13.58;46.72;1005;3.9;315.4;5.3;0
4/1/2014 20:00;499.1;885;14;46.1;1005;3.36;301.4;4;0
4/1/2014 20:30;497.2;879;14.9;43.14;1005;2.72;291.8;3.9;0
4/1/2014 21:00;480.3;870;15.8;39.24;1004;1.18;212.1;2.4;0
4/1/2014 21:30;452.7;866;15.6;35.46;1004;3.32;301.2;4.4;0
4/1/2014 22:00;409.9;844;16;33.44;1004;3.8;317;4.8;0
4/1/2014 22:30;351.7;801;16.4;32.38;1004;3.7;304.6;4.6;0
4/1/2014 23:00;286;751.7;16.9;30.96;1004;1.68;289.5;2.3;0
4/1/2014 23:30;213;679.7;17.9;27.5;1004;0.8;244.8;1.5;0
5/1/2014 0:00;149.8;557.2;17.9;25.8;1004;0.9;310.2;1.7;0
5/1/2014 0:30;29.77;29.48;16.7;31.6;1004;0.48;116.8;0.7;0
5/1/2014 1:00;0;0;15.78;33.18;1004;0.36;134.2;0.6;0
5/1/2014 1:30;0;0;13.78;36.78;1004;0.36;260;0.5;0
5/1/2014 2:00;0;0;10.7;43.2;1004;0.86;76.2;1.4;0
5/1/2014 2:30;0;0;9.9;46.18;1004;0.54;85.2;0.8;0
5/1/2014 3:00;0;0;8.6;52.04;1004;0.96;89.5;1.5;0
5/1/2014 3:30;0;0;8.2;54.22;1005;1.7;77.18;2.7;0
5/1/2014 4:00;0;0;8.5;55.92;1005;1.12;105.2;2;0
5/1/2014 4:30;0;0;8.6;56.68;1005;1.52;86;2.3;0
5/1/2014 5:00;0;0;8.7;55.58;1006;1.38;93.9;2.5;0
5/1/2014 5:30;0;0;8.2;56.68;1006;1.66;66.8;2.3;0
5/1/2014 6:00;0;0;7.9;57.78;1007;1.04;74.98;1.6;0
5/1/2014 6:30;0;0;7.7;58.72;1007;1.28;70.62;2;0
5/1/2014 7:00;0;0;7.9;58.5;1007;1.08;82.5;2;0
5/1/2014 7:30;0;0;8.12;59.64;1007;1.6;69.6;2.5;0
5/1/2014 8:00;0;0;9.1;58.26;1007;0.78;109.7;1.1;0
5/1/2014 8:30;0;0;8.8;59.44;1007;1.18;61;2.1;0
5/1/2014 9:00;0;0;6.62;65.94;1007;2.08;11.26;3.8;0
5/1/2014 9:30;0;0;6.5;67.02;1008;1.68;28.61;3;0
5/1/2014 10:00;0;0;6.5;67.3;1008;2.66;45.02;4.3;0
5/1/2014 10:30;0;0;6.6;64.28;1008;1.74;55.66;3.2;0
5/1/2014 11:00;0;0;6.2;65.1;1008;2.12;54.59;2.9;0
5/1/2014 11:30;0;0;5.7;66.24;1008;2.28;43.61;3.7;0
5/1/2014 12:00;0;0;5.26;67.14;1008;1.58;62.24;2.5;0
5/1/2014 12:30;0;0;5.3;64.56;1008;1.7;55.42;3.2;0
5/1/2014 13:00;0;0;5.2;63.24;1008;2.06;50.63;3.2;0
5/1/2014 13:30;0;0;4.8;64.02;1009;1.64;62.88;2.8;0
5/1/2014 14:00;0;0;4.9;60.96;1009;1.62;135;2.6;0
5/1/2014 14:30;0;0;4.9;58.86;1009;1.36;79.9;2.5;0
5/1/2014 15:00;0;0;4.68;57.32;1009;1.38;169.4;2.1;0
5/1/2014 15:30;2.31;0;3.9;58.96;1010;0.24;100;1.5;0
5/1/2014 16:00;60;320.4;4.22;57.14;1010;2.32;56.62;3.4;0
5/1/2014 16:30;140.8;531.4;5.9;53.88;1010;2.2;39.61;3.3;0
5/1/2014 17:00;223.4;666.5;8.58;52.04;1011;0.4;218.4;0.7;0
5/1/2014 17:30;292.4;715.7;10.9;41.98;1011;0.72;91;0.9;0
5/1/2014 18:00;355.5;755.7;12.46;36.64;1012;1.08;278.6;1.8;0
5/1/2014 18:30;409.2;787.6;12.8;37.36;1011;1.12;297.6;1.6;0
5/1/2014 19:00;448.1;801;14.4;34.32;1011;0.66;260.3;1.4;0
5/1/2014 19:30;474;806;15.2;34.84;1011;0.9;283;1.5;0
5/1/2014 20:00;488.2;811;16.6;33.12;1010;1.46;310.7;2.1;0
5/1/2014 20:30;489.8;813;17;32.84;1010;1.56;282.2;2.2;0
5/1/2014 21:00;468.5;792.3;17.46;32.56;1010;1.2;295.3;2;0
5/1/2014 21:30;439.4;774.8;17.8;31.8;1009;0.52;332.1;0.8;0
5/1/2014 22:00;396.2;754.2;18.44;30.98;1009;1.22;296.3;2;0
5/1/2014 22:30;337.1;702.9;18.3;31.1;1009;1.48;285.1;2;0
5/1/2014 23:00;276.5;665.7;18.4;31.34;1009;0.5;292;0.8;0
5/1/2014 23:30;205.8;600.3;18.5;31.5;1009;1.28;302.3;1.8;0
6/1/2014 0:00;143.7;481.2;17.9;33.1;1009;1.7;278.3;2.1;0
6/1/2014 0:30;29.65;18.12;17.1;34.44;1009;0.9;295.8;1.4;0
6/1/2014 1:00;0;0;16.24;36.44;1009;0.86;303.4;1.1;0
6/1/2014 1:30;0;0;13.94;41.54;1010;0.3;161.4;0.4;0
6/1/2014 2:00;0;0;11.94;47.08;1010;1.02;76;1.2;0
6/1/2014 2:30;0;0;9.9;51.78;1010;0.64;88.6;0.9;0
6/1/2014 3:00;0;0;9.04;55.08;1010;0.96;86.4;1.8;0
6/1/2014 3:30;0;0;9.28;57.4;1010;1.68;72.6;2.1;0
6/1/2014 4:00;0;0;8.2;58.88;1010;1.82;68.2;2.7;0
6/1/2014 4:30;0;0;8.62;60.02;1011;0.84;90.8;2;0
6/1/2014 5:00;0;0;8.5;60.2;1011;2.06;41.6;2.8;0
6/1/2014 5:30;0;0;8.28;60.22;1011;1.74;60.2;2.3;0
6/1/2014 6:00;0;0;7.14;63.58;1011;1.56;40.49;3.8;0
6/1/2014 6:30;0;0;7.32;62.34;1011;1.52;56.43;2.8;0
6/1/2014 7:00;0;0;7.44;60.18;1011;1.82;62.4;3.3;0
6/1/2014 7:30;0;0;7.88;57.16;1011;1.98;37.98;3;0
6/1/2014 8:00;0;0;7.38;59.14;1011;1.92;40;2.4;0
6/1/2014 8:30;0;0;7.2;59.48;1011;1.44;51.99;2.9;0
6/1/2014 9:00;0;0;7.54;56.66;1011;1.3;54.71;2.1;0
6/1/2014 9:30;0;0;7;56.5;1012;2.6;39;3.8;0
6/1/2014 10:00;0;0;6.74;57.66;1012;1.4;37.77;2.8;0
6/1/2014 10:30;0;0;6;61.52;1012;0.98;286;2;0
6/1/2014 11:00;0;0;6.6;60;1012;2.14;51.61;3.1;0
6/1/2014 11:30;0;0;6.56;60.82;1012;1.3;53.55;2;0
6/1/2014 12:00;0;0;6.44;56.78;1012;2.38;39.2;3.8;0
6/1/2014 12:30;0;0;5.7;59.42;1012;1.82;68.8;3.1;0
6/1/2014 13:00;0;0;4.76;64.4;1012;1.18;245.2;2.6;0
6/1/2014 13:30;0;0;6.2;55.92;1012;1.96;31.01;3.2;0
6/1/2014 14:00;0;0;6.8;54.68;1012;1.58;14.2;2.4;0
6/1/2014 14:30;0;0;6;54.76;1012;3.1;39.4;4.9;0
6/1/2014 15:00;0;0;6.2;54.5;1013;0.76;357.2;2;0
6/1/2014 15:30;1.82;0;5.02;59.9;1013;1.82;300.6;2.5;0
6/1/2014 16:00;36.19;0;5.9;55.68;1013;2.26;56;2.9;0
6/1/2014 16:30;83.2;0;5.8;60.16;1013;0.44;221.4;1.3;0
6/1/2014 17:00;120.3;5.47;6.9;55.98;1014;0.5;111.8;1.4;0
6/1/2014 17:30;210.4;159.3;8.92;50.9;1014;0.38;68.41;0.6;0
6/1/2014 18:00;231;52.78;9.5;50.82;1014;1.18;96.4;1.7;0
6/1/2014 18:30;296.4;75.24;12.38;44.18;1014;0.52;354.8;0.8;0
6/1/2014 19:00;195.4;0;12.66;42.4;1014;1.12;296;1.6;0
6/1/2014 19:30;231.7;0.06;14;38;1013;0.4;118.5;0.7;0
6/1/2014 20:00;209.9;5.69;14.3;38.58;1013;1.78;279.4;2.4;0
6/1/2014 20:30;249;0;14.3;37.2;1012;0.66;58.42;1;0
6/1/2014 21:00;160.4;0;14.8;35.84;1012;0.66;290.1;1;0
6/1/2014 21:30;421.9;196.3;15.56;34.02;1011;1.32;306.2;1.6;0
6/1/2014 22:00;200.3;0.83;15.5;32.94;1011;0.9;300.6;1.1;0
6/1/2014 22:30;199.6;27.54;16.5;31.32;1011;1.38;284.8;2;0
6/1/2014 23:00;323.4;674;16.84;31.14;1010;0.6;313;0.7;0
6/1/2014 23:30;83.3;0;16.02;32.58;1011;1.4;255.6;1.7;0
7/1/2014 0:00;70.06;0;15.5;33.68;1011;0.7;320.6;1;0
7/1/2014 0:30;15.92;0;14.84;34.62;1011;0.66;294.4;0.9;0
7/1/2014 1:00;0;0;14.3;35.86;1010;0.42;96.8;0.6;0
7/1/2014 1:30;0;0;13.5;39.24;1010;0.48;106.6;0.8;0
7/1/2014 2:00;0;0;13.1;39.96;1010;0.38;116.2;0.6;0
7/1/2014 2:30;0;0;12.78;40.56;1010;1.72;302;2.2;0
7/1/2014 3:00;0;0;12.36;42.62;1010;0.18;177.9;0.3;0
7/1/2014 3:30;0;0;12.2;42.26;1011;0.94;297.6;1.3;0
7/1/2014 4:00;0;0;11.84;41.92;1011;0.38;225;0.6;0
7/1/2014 4:30;0;0;11.4;49.16;1011;0.64;162;0.9;0
7/1/2014 5:00;0;0;11.5;47.56;1011;0.3;153.3;0.8;0
7/1/2014 5:30;0;0;11.3;47;1011;0.26;229.6;0.7;0
7/1/2014 6:00;0;0;11.2;48.42;1010;0.26;102.5;0.6;0
7/1/2014 6:30;0;0;10.8;48.96;1010;0.52;88;1.1;0
7/1/2014 7:00;0;0;10.9;48.8;1010;0.46;138.1;0.8;0
7/1/2014 7:30;0;0;10.2;51.12;1009;1.56;44;2.3;0
7/1/2014 8:00;0;0;10.38;51.04;1010;1.34;336.8;1.8;0
7/1/2014 8:30;0;0;8.72;57.9;1010;0.88;84.2;1.5;0
7/1/2014 9:00;0;0;7.54;61.38;1010;0.9;80.8;1.6;0
7/1/2014 9:30;0;0;7.06;63.72;1010;1.26;73.81;2;0
7/1/2014 10:00;0;0;7.66;62.9;1010;1.32;65.38;2.1;0
7/1/2014 10:30;0;0;6.8;66.46;1010;1.3;68.19;2;0
7/1/2014 11:00;0;0;5.74;68.32;1010;1.98;59.6;2.6;0
7/1/2014 11:30;0;0;5.5;67.72;1010;0.7;167.6;1;0
7/1/2014 12:00;0;0;4.8;73.96;1010;1.4;183.4;2;0
7/1/2014 12:30;0;0;5.8;67.62;1010;2.94;38.4;4;0
7/1/2014 13:00;0;0;6.2;64.7;1009;0.7;226.7;1.7;0
7/1/2014 13:30;0;0;5.84;65.88;1009;2.96;59.2;4.1;0
7/1/2014 14:00;0;0;5.7;66.6;1009;1.16;276.4;2.2;0
7/1/2014 14:30;0;0;5.58;65.88;1010;1.96;50;3.1;0
7/1/2014 15:00;0;0;4.74;68.84;1009;1.08;230.8;1.8;0
7/1/2014 15:30;1.47;0;5.1;70.5;1010;1.82;269.9;2.5;0
7/1/2014 16:00;35.9;0;4.5;71.64;1010;1.18;108.5;1.9;0
7/1/2014 16:30;91.9;0;5.14;69.34;1010;1.04;75.33;1.8;0
7/1/2014 17:00;107.6;0;7.2;60.42;1010;0.9;335.8;1.8;0
7/1/2014 17:30;55.32;0;7.8;58.68;1010;0.9;77.26;1.9;0
7/1/2014 18:00;215.3;369.8;7.64;62.9;1011;0.76;266.6;1.5;0
7/1/2014 18:30;345.3;555;10.24;52.4;1011;0.82;205.3;1.1;0
7/1/2014 19:00;424.1;597.3;13.1;42;1011;0.64;257.2;1.2;0
7/1/2014 19:30;516.1;779.9;14.3;37.34;1011;0.34;199.5;0.6;0
7/1/2014 20:00;524.3;797.4;15.62;35.28;1010;0.72;245.6;1.5;0
7/1/2014 20:30;352.5;401.2;16.02;33.52;1010;1.32;291.2;2.2;0
7/1/2014 21:00;483.1;764.5;16.86;31.74;1009;1.26;252.8;2.2;0
7/1/2014 21:30;436.2;743.9;16.88;31.86;1009;0.74;126.1;1.1;0
7/1/2014 22:00;392.5;717;17.4;29.26;1008;1.68;126.4;2.3;0
7/1/2014 22:30;386;698.5;18.04;28.54;1008;0.84;244.3;1.4;0
7/1/2014 23:00;301.5;626;18;27.58;1008;1.2;190.9;2.1;0
7/1/2014 23:30;209.3;526.1;17.72;28.46;1008;0.84;254.5;1.3;0
8/1/2014 0:00;137.7;405;17.3;29.12;1008;1.3;209.1;1.8;0
8/1/2014 0:30;36.46;7.76;16.3;30.6;1008;0.88;208;1.5;0
8/1/2014 1:00;2.85;0;14.86;32.84;1008;0.2;58.33;0.3;0
8/1/2014 1:30;0;0;13;37;1008;0.62;129.4;0.8;0
8/1/2014 2:00;0;0;12;39.5;1008;0.4;89;0.6;0
8/1/2014 2:30;0;0;11.22;41.44;1008;0.5;99.6;1;0
8/1/2014 3:00;0;0;10.4;43.86;1008;0.82;128.2;1.2;0
8/1/2014 3:30;0;0;10.16;44.86;1008;1.08;80.6;1.6;0
8/1/2014 4:00;0;0;9.2;47.6;1009;1.14;89.2;1.9;0
8/1/2014 4:30;0;0;8.5;49.48;1009;1.48;72.24;2.5;0
8/1/2014 5:00;0;0;10.16;45.72;1009;0.76;91.4;1.3;0
8/1/2014 5:30;0;0;8.5;50.46;1009;1.1;95.4;1.7;0
8/1/2014 6:00;0;0;7.98;52.5;1009;0.84;102.1;1.7;0
8/1/2014 6:30;0;0;8.88;49.72;1010;0.94;117.3;1.8;0
8/1/2014 7:00;0;0;8.9;49.74;1010;1.42;89.2;2.2;0
8/1/2014 7:30;0;0;8.2;51.9;1010;0.92;97.2;1.7;0
8/1/2014 8:00;0;0;8.9;50.8;1010;0.56;131;0.9;0
8/1/2014 8:30;0;0;9.54;49.02;1010;1.2;130.2;2;0
8/1/2014 9:00;0;0;9.2;49.88;1009;0.8;116.5;1.2;0
8/1/2014 9:30;0;0;7.84;55.04;1009;1.42;111;2.1;0
8/1/2014 10:00;0;0;7.6;57.4;1009;1.4;117.1;2.3;0
8/1/2014 10:30;0;0;8.6;60.9;1009;1.08;131.6;2;0
8/1/2014 11:00;0;0;9.24;71.36;1009;1.12;133.2;1.6;0
8/1/2014 11:30;0;0;9.5;67.78;1009;0.96;140.6;1.6;0
8/1/2014 12:00;0;0;9.6;71.64;1009;1.14;132.3;1.6;0
8/1/2014 12:30;0;0;9.8;76.12;1009;1.3;132;2;0
8/1/2014 13:00;0;0;10.08;80.4;1009;1.48;133.7;2.8;0
8/1/2014 13:30;0;0;10;79.3;1009;2.14;132.6;3.3;0
8/1/2014 14:00;0;0;10.1;79.1;1010;2.12;140.4;3;0
8/1/2014 14:30;0;0;9.9;79.08;1010;2;142.4;2.8;0
8/1/2014 15:00;0;0;9.3;79.92;1010;0.58;140.6;1;0
8/1/2014 15:30;1.07;0;8.8;80.7;1010;1.64;131;2.5;0
8/1/2014 16:00;50.49;3.25;8.9;78.58;1010;1.64;166;2.5;0
8/1/2014 16:30;137.3;410.7;9.1;84.1;1010;1.3;145.8;2.3;0
8/1/2014 17:00;144.7;0;9.7;84.5;1011;1.04;132.8;1.8;0
8/1/2014 17:30;319.5;591.1;10.9;78.84;1011;1.54;153.4;2.4;0
8/1/2014 18:00;345.9;332.6;12.3;72.54;1011;0.98;239.2;1.6;0
8/1/2014 18:30;285.7;18.18;11.5;74.98;1011;1.02;250.3;1.5;0
8/1/2014 19:00;247.2;0;10.64;77;1011;1.7;244.4;2.6;0
8/1/2014 19:30;311.7;14.41;10.9;74.7;1011;1.1;301.6;1.4;0
8/1/2014 20:00;496.8;383.2;12;71.2;1010;1.3;59.42;1.7;0
8/1/2014 20:30;114.4;0;12.66;67.54;1009;1.2;141.5;2.3;0
8/1/2014 21:00;240.4;0;13.1;66.38;1009;0.86;234.1;1.2;0
8/1/2014 21:30;209.7;0;12.8;65.52;1009;1.78;261.4;2.8;0
8/1/2014 22:00;412.8;386.1;13.26;54.72;1009;1;323.5;1.4;0
8/1/2014 22:30;353.8;385.4;13.3;54.9;1009;0.64;94.9;0.9;0
8/1/2014 23:00;203.3;268.4;13.1;58.12;1009;1.7;132.8;2.4;0
8/1/2014 23:30;221.4;433.1;13.4;57.8;1008;1.28;151.3;1.7;0
9/1/2014 0:00;148.9;357.6;13.8;54.96;1009;0.54;219.1;1;0
9/1/2014 0:30;46.92;0.1;12.02;58.72;1009;1.24;249.3;2.3;0
9/1/2014 1:00;2.37;0;10.3;65.18;1009;0.96;223;1.7;0
9/1/2014 1:30;0;0;9.4;69.22;1010;0.96;83.2;2;0
9/1/2014 2:00;0;0;8.56;71.76;1009;1;99.8;1.6;0
9/1/2014 2:30;0;0;7.6;75.36;1010;1.14;91.7;2;0
9/1/2014 3:00;0;0;7.2;77.38;1010;1.12;100.9;1.8;0
9/1/2014 3:30;0;0;7.2;78.28;1010;1.54;76.62;2.2;0
9/1/2014 4:00;0;0;7.9;77;1010;1;101;1.7;0
9/1/2014 4:30;0;0;7.62;77.76;1011;0.94;81.3;1.8;0
9/1/2014 5:00;0;0;7.5;78.08;1011;0.94;89.2;1.5;0
9/1/2014 5:30;0;0;7.2;77.58;1011;1.08;86.8;2;0
9/1/2014 6:00;0;0;7.1;76.68;1010;1.66;74.07;2.8;0
9/1/2014 6:30;0;0;7.5;74.86;1010;1.14;97.5;2;0
9/1/2014 7:00;0;0;7.4;74.24;1010;1.02;60.05;1.7;0
9/1/2014 7:30;0;0;6.6;76.58;1010;1.2;82.4;1.8;0
9/1/2014 8:00;0;0;6.72;75.96;1010;0.86;76.69;1.7;0
9/1/2014 8:30;0;0;6.54;76.86;1010;1;96.8;1.8;0
9/1/2014 9:00;0;0;7.02;76.1;1010;1.64;60.6;2.6;0
9/1/2014 9:30;0;0;6.34;78.16;1010;1.48;79.79;2.4;0
9/1/2014 10:00;0;0;6.7;80.4;1010;1;103.3;1.7;0
9/1/2014 10:30;0;0;6.7;82;1010;0.84;121.7;1.8;0
9/1/2014 11:00;0;0;7.3;80.1;1010;1.04;104.1;1.8;0
9/1/2014 11:30;0;0;7.6;79.58;1010;1.08;117.1;1.8;0
