data;ghi;dni
3/1/2014 5:15;0;0
3/1/2014 5:30;0;0
3/1/2014 5:45;0;0
3/1/2014 6:00;0;0
3/1/2014 6:15;0;0
3/1/2014 6:30;0;0
3/1/2014 6:45;0;0
3/1/2014 7:00;0;0
3/1/2014 7:15;0;0
3/1/2014 7:30;0;0
3/1/2014 7:45;0;0
3/1/2014 8:00;0;0
3/1/2014 8:15;0;0
3/1/2014 8:30;0;0
3/1/2014 8:45;0;0
3/1/2014 9:00;0;0
3/1/2014 9:15;0;0
3/1/2014 9:30;0;0
3/1/2014 9:45;0;0
3/1/2014 10:00;0;0
3/1/2014 10:15;0;0
3/1/2014 10:30;0;0
3/1/2014 10:45;0;0
3/1/2014 11:00;0;0
3/1/2014 11:15;0;0
3/1/2014 11:30;0;0
3/1/2014 11:45;0;0
3/1/2014 12:00;0;0
3/1/2014 12:15;0;0
3/1/2014 12:30;0;0
3/1/2014 12:45;0;0
3/1/2014 13:00;0;0
3/1/2014 13:15;0;0
3/1/2014 13:30;0;0
3/1/2014 13:45;0;0
3/1/2014 14:00;0;0
3/1/2014 14:15;0;0
3/1/2014 14:30;0;0
3/1/2014 14:45;0;0
3/1/2014 15:00;0;0
3/1/2014 15:15;0;0
3/1/2014 15:30;2.13;0
3/1/2014 15:45;24.09;195.4
3/1/2014 16:00;64.26;467.4
3/1/2014 16:15;107.9;603.4
3/1/2014 16:30;144.3;641.1
3/1/2014 16:45;184.2;696
3/1/2014 17:00;222.5;736.4
3/1/2014 17:15;258.6;765.1
3/1/2014 17:30;292.4;786.1
3/1/2014 17:45;324.1;803
3/1/2014 18:00;353.6;819
3/1/2014 18:15;380.1;831
3/1/2014 18:30;405.8;847
3/1/2014 18:45;427;855
3/1/2014 19:00;445.6;863
3/1/2014 19:15;459;865
3/1/2014 19:30;470.2;866
3/1/2014 19:45;477.6;866
3/1/2014 20:00;482.5;867
3/1/2014 20:15;482.3;863
3/1/2014 20:30;479.7;860
3/1/2014 20:45;472.9;853
3/1/2014 21:00;463;847
3/1/2014 21:15;450.7;842
3/1/2014 21:30;434.3;834
3/1/2014 21:45;413.2;820
3/1/2014 22:00;390.7;807
3/1/2014 22:15;365.1;788.5
3/1/2014 22:30;335.8;765.4
3/1/2014 22:45;304.5;738.7
3/1/2014 23:00;270.2;704.2
3/1/2014 23:15;235.2;668.5
3/1/2014 23:30;199.9;635.7
3/1/2014 23:45;160.8;574.9
4/1/2014 0:00;132.6;513
4/1/2014 0:15;50.44;175.5
4/1/2014 0:30;24.74;30.46
4/1/2014 0:45;10.36;0
4/1/2014 1:00;0;0
4/1/2014 1:15;0;0
4/1/2014 1:30;0;0
4/1/2014 1:45;0;0
4/1/2014 2:00;0;0
4/1/2014 2:15;0;0
4/1/2014 2:30;0;0
4/1/2014 2:45;0;0
4/1/2014 3:00;0;0
4/1/2014 3:15;0;0
4/1/2014 3:30;0;0
4/1/2014 3:45;0;0
4/1/2014 4:00;0;0
4/1/2014 4:15;0;0
4/1/2014 4:30;0;0
4/1/2014 4:45;0;0
4/1/2014 5:00;0;0
4/1/2014 5:15;0;0
4/1/2014 5:30;0;0
4/1/2014 5:45;0;0
4/1/2014 6:00;0;0
4/1/2014 6:15;0;0
4/1/2014 6:30;0;0
4/1/2014 6:45;0;0
4/1/2014 7:00;0;0
4/1/2014 7:15;0;0
4/1/2014 7:30;0;0
4/1/2014 7:45;0;0
4/1/2014 8:00;0;0
4/1/2014 8:15;0;0
4/1/2014 8:30;0;0
4/1/2014 8:45;0;0
4/1/2014 9:00;0;0
4/1/2014 9:15;0;0
4/1/2014 9:30;0;0
4/1/2014 9:45;0;0
4/1/2014 10:00;0;0
4/1/2014 10:15;0;0
4/1/2014 10:30;0;0
4/1/2014 10:45;0;0
4/1/2014 11:00;0;0
4/1/2014 11:15;0;0
4/1/2014 11:30;0;0
4/1/2014 11:45;0;0
4/1/2014 12:00;0;0
4/1/2014 12:15;0;0
4/1/2014 12:30;0;0
4/1/2014 12:45;0;0
4/1/2014 13:00;0;0
4/1/2014 13:15;0;0
4/1/2014 13:30;0;0
4/1/2014 13:45;0;0
4/1/2014 14:00;0;0
4/1/2014 14:15;0;0
4/1/2014 14:30;0;0
4/1/2014 14:45;0;0
4/1/2014 15:00;0;0
4/1/2014 15:15;0;0
4/1/2014 15:30;2.11;0
4/1/2014 15:45;25.8;241.1
4/1/2014 16:00;68.08;517.7
4/1/2014 16:15;113.7;641.8
4/1/2014 16:30;149.4;669.1
4/1/2014 16:45;190.6;716.8
4/1/2014 17:00;228.1;740.7
4/1/2014 17:15;263.6;761.1
4/1/2014 17:30;297.9;784
4/1/2014 17:45;332.3;808
4/1/2014 18:00;362.1;823
4/1/2014 18:15;391.1;842
4/1/2014 18:30;415.7;852
4/1/2014 18:45;436.6;859
4/1/2014 19:00;454.7;864
4/1/2014 19:15;473;878
4/1/2014 19:30;484.5;879
4/1/2014 19:45;493.8;886
4/1/2014 20:00;499.1;885
4/1/2014 20:15;501;886
4/1/2014 20:30;497.2;879
4/1/2014 20:45;491.7;878
4/1/2014 21:00;480.3;870
4/1/2014 21:15;470.2;871
4/1/2014 21:30;452.7;866
4/1/2014 21:45;433.2;858
4/1/2014 22:00;409.9;844
4/1/2014 22:15;381.7;823
4/1/2014 22:30;351.7;801
4/1/2014 22:45;319.2;776.3
4/1/2014 23:00;286;751.7
4/1/2014 23:15;250.7;720.8
4/1/2014 23:30;213;679.7
4/1/2014 23:45;175;631.6
5/1/2014 0:00;149.8;557.2
5/1/2014 0:15;71.17;242.8
5/1/2014 0:30;29.77;29.48
5/1/2014 0:45;13.34;0
5/1/2014 1:00;0;0
5/1/2014 1:15;0;0
5/1/2014 1:30;0;0
5/1/2014 1:45;0;0
5/1/2014 2:00;0;0
5/1/2014 2:15;0;0
5/1/2014 2:30;0;0
5/1/2014 2:45;0;0
5/1/2014 3:00;0;0
5/1/2014 3:15;0;0
5/1/2014 3:30;0;0
5/1/2014 3:45;0;0
5/1/2014 4:00;0;0
5/1/2014 4:15;0;0
5/1/2014 4:30;0;0
5/1/2014 4:45;0;0
5/1/2014 5:00;0;0
5/1/2014 5:15;0;0
5/1/2014 5:30;0;0
5/1/2014 5:45;0;0
5/1/2014 6:00;0;0
5/1/2014 6:15;0;0
5/1/2014 6:30;0;0
5/1/2014 6:45;0;0
5/1/2014 7:00;0;0
5/1/2014 7:15;0;0
5/1/2014 7:30;0;0
5/1/2014 7:45;0;0
5/1/2014 8:00;0;0
5/1/2014 8:15;0;0
5/1/2014 8:30;0;0
5/1/2014 8:45;0;0
5/1/2014 9:00;0;0
5/1/2014 9:15;0;0
5/1/2014 9:30;0;0
5/1/2014 9:45;0;0
5/1/2014 10:00;0;0
5/1/2014 10:15;0;0
5/1/2014 10:30;0;0
5/1/2014 10:45;0;0
5/1/2014 11:00;0;0
5/1/2014 11:15;0;0
5/1/2014 11:30;0;0
5/1/2014 11:45;0;0
5/1/2014 12:00;0;0
5/1/2014 12:15;0;0
5/1/2014 12:30;0;0
5/1/2014 12:45;0;0
5/1/2014 13:00;0;0
5/1/2014 13:15;0;0
5/1/2014 13:30;0;0
5/1/2014 13:45;0;0
5/1/2014 14:00;0;0
5/1/2014 14:15;0;0
5/1/2014 14:30;0;0
5/1/2014 14:45;0;0
5/1/2014 15:00;0;0
5/1/2014 15:15;0;0
5/1/2014 15:30;2.31;0
5/1/2014 15:45;22.05;56.28
5/1/2014 16:00;60;320.4
5/1/2014 16:15;101.7;455.9
5/1/2014 16:30;140.8;531.4
5/1/2014 16:45;183.6;613.6
5/1/2014 17:00;223.4;666.5
5/1/2014 17:15;259.9;699.1
5/1/2014 17:30;292.4;715.7
5/1/2014 17:45;327;742.7
5/1/2014 18:00;355.5;755.7
5/1/2014 18:15;385.7;780.1
5/1/2014 18:30;409.2;787.6
5/1/2014 18:45;431.5;796.5
5/1/2014 19:00;448.1;801
5/1/2014 19:15;464.4;809
5/1/2014 19:30;474;806
5/1/2014 19:45;482.5;809
5/1/2014 20:00;488.2;811
5/1/2014 20:15;487.8;802
5/1/2014 20:30;489.8;813
5/1/2014 20:45;480.2;801
5/1/2014 21:00;468.5;792.3
5/1/2014 21:15;454.4;782.1
5/1/2014 21:30;439.4;774.8
5/1/2014 21:45;416.9;758.6
5/1/2014 22:00;396.2;754.2
5/1/2014 22:15;369.9;735.7
5/1/2014 22:30;337.1;702.9
5/1/2014 22:45;308.1;687.4
5/1/2014 23:00;276.5;665.7
5/1/2014 23:15;241.5;633.5
5/1/2014 23:30;205.8;600.3
5/1/2014 23:45;166.3;543.8
6/1/2014 0:00;143.7;481.2
6/1/2014 0:15;88.8;268.4
6/1/2014 0:30;29.65;18.12
6/1/2014 0:45;13.68;0
6/1/2014 1:00;0;0
6/1/2014 1:15;0;0
6/1/2014 1:30;0;0
6/1/2014 1:45;0;0
6/1/2014 2:00;0;0
6/1/2014 2:15;0;0
6/1/2014 2:30;0;0
6/1/2014 2:45;0;0
6/1/2014 3:00;0;0
6/1/2014 3:15;0;0
6/1/2014 3:30;0;0
6/1/2014 3:45;0;0
6/1/2014 4:00;0;0
6/1/2014 4:15;0;0
6/1/2014 4:30;0;0
6/1/2014 4:45;0;0
6/1/2014 5:00;0;0
6/1/2014 5:15;0;0
6/1/2014 5:30;0;0
6/1/2014 5:45;0;0
6/1/2014 6:00;0;0
6/1/2014 6:15;0;0
6/1/2014 6:30;0;0
6/1/2014 6:45;0;0
6/1/2014 7:00;0;0
6/1/2014 7:15;0;0
6/1/2014 7:30;0;0
6/1/2014 7:45;0;0
6/1/2014 8:00;0;0
6/1/2014 8:15;0;0
6/1/2014 8:30;0;0
6/1/2014 8:45;0;0
6/1/2014 9:00;0;0
6/1/2014 9:15;0;0
6/1/2014 9:30;0;0
6/1/2014 9:45;0;0
6/1/2014 10:00;0;0
6/1/2014 10:15;0;0
6/1/2014 10:30;0;0
6/1/2014 10:45;0;0
6/1/2014 11:00;0;0
6/1/2014 11:15;0;0
6/1/2014 11:30;0;0
6/1/2014 11:45;0;0
6/1/2014 12:00;0;0
6/1/2014 12:15;0;0
6/1/2014 12:30;0;0
6/1/2014 12:45;0;0
6/1/2014 13:00;0;0
6/1/2014 13:15;0;0
6/1/2014 13:30;0;0
6/1/2014 13:45;0;0
6/1/2014 14:00;0;0
6/1/2014 14:15;0;0
6/1/2014 14:30;0;0
6/1/2014 14:45;0;0
6/1/2014 15:00;0;0
6/1/2014 15:15;0;0
6/1/2014 15:30;1.82;0
6/1/2014 15:45;23.35;9.32
6/1/2014 16:00;36.19;0
6/1/2014 16:15;62.86;0
6/1/2014 16:30;83.2;0
6/1/2014 16:45;158.7;255
6/1/2014 17:00;120.3;5.47
6/1/2014 17:15;208.1;202.9
6/1/2014 17:30;210.4;159.3
6/1/2014 17:45;158.2;23.86
6/1/2014 18:00;231;52.78
6/1/2014 18:15;370.3;231.7
6/1/2014 18:30;296.4;75.24
6/1/2014 18:45;200;0
6/1/2014 19:00;195.4;0
6/1/2014 19:15;265.8;56.38
6/1/2014 19:30;231.7;0.06
6/1/2014 19:45;250;0.46
6/1/2014 20:00;209.9;5.69
6/1/2014 20:15;269.7;175.3
6/1/2014 20:30;249;0
6/1/2014 20:45;252.4;0
6/1/2014 21:00;160.4;0
6/1/2014 21:15;256;0
6/1/2014 21:30;421.9;196.3
6/1/2014 21:45;203.9;0
6/1/2014 22:00;200.3;0.83
6/1/2014 22:15;279.6;139.1
6/1/2014 22:30;199.6;27.54
6/1/2014 22:45;222.6;133.6
6/1/2014 23:00;323.4;674
6/1/2014 23:15;78.67;43.31
6/1/2014 23:30;83.3;0
6/1/2014 23:45;89;0
7/1/2014 0:00;70.06;0
7/1/2014 0:15;38.39;0
7/1/2014 0:30;15.92;0
7/1/2014 0:45;2.71;0
7/1/2014 1:00;0;0
7/1/2014 1:15;0;0
7/1/2014 1:30;0;0
7/1/2014 1:45;0;0
7/1/2014 2:00;0;0
7/1/2014 2:15;0;0
7/1/2014 2:30;0;0
7/1/2014 2:45;0;0
7/1/2014 3:00;0;0
7/1/2014 3:15;0;0
7/1/2014 3:30;0;0
7/1/2014 3:45;0;0
7/1/2014 4:00;0;0
7/1/2014 4:15;0;0
7/1/2014 4:30;0;0
7/1/2014 4:45;0;0
7/1/2014 5:00;0;0
7/1/2014 5:15;0;0
7/1/2014 5:30;0;0
7/1/2014 5:45;0;0
7/1/2014 6:00;0;0
7/1/2014 6:15;0;0
7/1/2014 6:30;0;0
7/1/2014 6:45;0;0
7/1/2014 7:00;0;0
7/1/2014 7:15;0;0
7/1/2014 7:30;0;0
7/1/2014 7:45;0;0
7/1/2014 8:00;0;0
7/1/2014 8:15;0;0
7/1/2014 8:30;0;0
7/1/2014 8:45;0;0
7/1/2014 9:00;0;0
7/1/2014 9:15;0;0
7/1/2014 9:30;0;0
7/1/2014 9:45;0;0
7/1/2014 10:00;0;0
7/1/2014 10:15;0;0
7/1/2014 10:30;0;0
7/1/2014 10:45;0;0
7/1/2014 11:00;0;0
7/1/2014 11:15;0;0
7/1/2014 11:30;0;0
7/1/2014 11:45;0;0
7/1/2014 12:00;0;0
7/1/2014 12:15;0;0
7/1/2014 12:30;0;0
7/1/2014 12:45;0;0
7/1/2014 13:00;0;0
7/1/2014 13:15;0;0
7/1/2014 13:30;0;0
7/1/2014 13:45;0;0
7/1/2014 14:00;0;0
7/1/2014 14:15;0;0
7/1/2014 14:30;0;0
7/1/2014 14:45;0;0
7/1/2014 15:00;0;0
7/1/2014 15:15;0;0
7/1/2014 15:30;1.47;0
7/1/2014 15:45;14.33;0
7/1/2014 16:00;35.9;0
7/1/2014 16:15;57.14;0.88
7/1/2014 16:30;91.9;0
7/1/2014 16:45;118.9;19.53
7/1/2014 17:00;107.6;0
7/1/2014 17:15;84.6;0
7/1/2014 17:30;55.32;0
7/1/2014 17:45;66.97;20.18
7/1/2014 18:00;215.3;369.8
7/1/2014 18:15;335.8;623.3
7/1/2014 18:30;345.3;555
7/1/2014 18:45;397.6;649.2
7/1/2014 19:00;424.1;597.3
7/1/2014 19:15;492;696.2
7/1/2014 19:30;516.1;779.9
7/1/2014 19:45;606.5;814
7/1/2014 20:00;524.3;797.4
7/1/2014 20:15;524.9;521.7
7/1/2014 20:30;352.5;401.2
7/1/2014 20:45;491.2;774.8
7/1/2014 21:00;483.1;764.5
7/1/2014 21:15;464;760.8
7/1/2014 21:30;436.2;743.9
7/1/2014 21:45;417.3;739
7/1/2014 22:00;392.5;717
7/1/2014 22:15;373.4;695.1
7/1/2014 22:30;386;698.5
7/1/2014 22:45;343;658.6
7/1/2014 23:00;301.5;626
7/1/2014 23:15;248.3;486
7/1/2014 23:30;209.3;526.1
7/1/2014 23:45;169.1;475.1
8/1/2014 0:00;137.7;405
8/1/2014 0:15;103.5;270.9
8/1/2014 0:30;36.46;7.76
8/1/2014 0:45;27.34;0
8/1/2014 1:00;2.85;0
8/1/2014 1:15;0;0
8/1/2014 1:30;0;0
8/1/2014 1:45;0;0
8/1/2014 2:00;0;0
8/1/2014 2:15;0;0
8/1/2014 2:30;0;0
8/1/2014 2:45;0;0
8/1/2014 3:00;0;0
8/1/2014 3:15;0;0
8/1/2014 3:30;0;0
8/1/2014 3:45;0;0
8/1/2014 4:00;0;0
8/1/2014 4:15;0;0
8/1/2014 4:30;0;0
8/1/2014 4:45;0;0
8/1/2014 5:00;0;0
8/1/2014 5:15;0;0
8/1/2014 5:30;0;0
8/1/2014 5:45;0;0
8/1/2014 6:00;0;0
8/1/2014 6:15;0;0
8/1/2014 6:30;0;0
8/1/2014 6:45;0;0
8/1/2014 7:00;0;0
8/1/2014 7:15;0;0
8/1/2014 7:30;0;0
8/1/2014 7:45;0;0
8/1/2014 8:00;0;0
8/1/2014 8:15;0;0
8/1/2014 8:30;0;0
8/1/2014 8:45;0;0
8/1/2014 9:00;0;0
8/1/2014 9:15;0;0
8/1/2014 9:30;0;0
8/1/2014 9:45;0;0
8/1/2014 10:00;0;0
8/1/2014 10:15;0;0
8/1/2014 10:30;0;0
8/1/2014 10:45;0;0
8/1/2014 11:00;0;0
8/1/2014 11:15;0;0
8/1/2014 11:30;0;0
8/1/2014 11:45;0;0
8/1/2014 12:00;0;0
8/1/2014 12:15;0;0
8/1/2014 12:30;0;0
8/1/2014 12:45;0;0
8/1/2014 13:00;0;0
8/1/2014 13:15;0;0
8/1/2014 13:30;0;0
8/1/2014 13:45;0;0
8/1/2014 14:00;0;0
8/1/2014 14:15;0;0
8/1/2014 14:30;0;0
8/1/2014 14:45;0;0
8/1/2014 15:00;0;0
8/1/2014 15:15;0;0
8/1/2014 15:30;1.07;0
8/1/2014 15:45;16.03;0
8/1/2014 16:00;50.49;3.25
8/1/2014 16:15;63.58;0
8/1/2014 16:30;137.3;410.7
8/1/2014 16:45;172.2;318.3
8/1/2014 17:00;144.7;0
8/1/2014 17:15;274.5;524.5
8/1/2014 17:30;319.5;591.1
8/1/2014 17:45;309.7;439.6
8/1/2014 18:00;345.9;332.6
8/1/2014 18:15;308.9;36.8
8/1/2014 18:30;285.7;18.18
8/1/2014 18:45;218.3;9.65
8/1/2014 19:00;247.2;0
8/1/2014 19:15;274.6;2.63
8/1/2014 19:30;311.7;14.41
8/1/2014 19:45;202.1;0
8/1/2014 20:00;496.8;383.2
8/1/2014 20:15;419.5;179.5
8/1/2014 20:30;114.4;0
8/1/2014 20:45;206.1;0
8/1/2014 21:00;240.4;0
8/1/2014 21:15;231.7;0
8/1/2014 21:30;209.7;0
8/1/2014 21:45;408.9;303.6
8/1/2014 22:00;412.8;386.1
8/1/2014 22:15;220.5;127.1
8/1/2014 22:30;353.8;385.4
8/1/2014 22:45;214;139.9
8/1/2014 23:00;203.3;268.4
8/1/2014 23:15;256.9;509.6
8/1/2014 23:30;221.4;433.1
8/1/2014 23:45;200.2;457.4
9/1/2014 0:00;148.9;357.6
9/1/2014 0:15;131.7;308.6
9/1/2014 0:30;46.92;0.1
9/1/2014 0:45;29.58;12.68
9/1/2014 1:00;2.37;0
9/1/2014 1:15;0;0
9/1/2014 1:30;0;0
9/1/2014 1:45;0;0
9/1/2014 2:00;0;0
9/1/2014 2:15;0;0
9/1/2014 2:30;0;0
9/1/2014 2:45;0;0
9/1/2014 3:00;0;0
9/1/2014 3:15;0;0
9/1/2014 3:30;0;0
9/1/2014 3:45;0;0
9/1/2014 4:00;0;0
9/1/2014 4:15;0;0
9/1/2014 4:30;0;0
9/1/2014 4:45;0;0
9/1/2014 5:00;0;0
9/1/2014 5:15;0;0
9/1/2014 5:30;0;0
9/1/2014 5:45;0;0
9/1/2014 6:00;0;0
9/1/2014 6:15;0;0
9/1/2014 6:30;0;0
9/1/2014 6:45;0;0
9/1/2014 7:00;0;0
9/1/2014 7:15;0;0
9/1/2014 7:30;0;0
9/1/2014 7:45;0;0
9/1/2014 8:00;0;0
9/1/2014 8:15;0;0
9/1/2014 8:30;0;0
9/1/2014 8:45;0;0
9/1/2014 9:00;0;0
9/1/2014 9:15;0;0
9/1/2014 9:30;0;0
9/1/2014 9:45;0;0
9/1/2014 10:00;0;0
9/1/2014 10:15;0;0
9/1/2014 10:30;0;0
9/1/2014 10:45;0;0
9/1/2014 11:00;0;0
9/1/2014 11:15;0;0
9/1/2014 11:30;0;0
9/1/2014 11:45;0;0
9/1/2014 12:00;0;0
9/1/2014 12:15;0;0
9/1/2014 12:30;0;0
9/1/2014 12:45;0;0
9/1/2014 13:00;0;0
9/1/2014 13:15;0;0
9/1/2014 13:30;0;0
9/1/2014 13:45;0;0
9/1/2014 14:00;0;0
9/1/2014 14:15;0;0
9/1/2014 14:30;0;0
9/1/2014 14:45;0;0
9/1/2014 15:00;0;0
9/1/2014 15:15;0;0
9/1/2014 15:30;0.58;0
9/1/2014 15:45;11.73;0
9/1/2014 16:00;29.77;8.24
9/1/2014 16:15;28.06;48.04
9/1/2014 16:30;149.5;567
9/1/2014 16:45;133.4;374.5
9/1/2014 17:00;168.8;387
9/1/2014 17:15;218.5;492
9/1/2014 17:30;293.2;641
9/1/2014 17:45;307.7;434.2
9/1/2014 18:00;390;669.2
9/1/2014 18:15;163.4;0
9/1/2014 18:30;278.6;233.9
9/1/2014 18:45;216.4;0
9/1/2014 19:00;517.1;449.8
9/1/2014 19:15;158.5;0
9/1/2014 19:30;161;0
9/1/2014 19:45;177.2;0
9/1/2014 20:00;189.3;0
9/1/2014 20:15;255.3;0
9/1/2014 20:30;296.9;0
9/1/2014 20:45;361.9;259.3
9/1/2014 21:00;485.2;816
9/1/2014 21:15;456.9;813
9/1/2014 21:30;435.7;801
9/1/2014 21:45;414;781.6
9/1/2014 22:00;391.6;766.9
9/1/2014 22:15;373.5;771.1
9/1/2014 22:30;343.3;747.2
9/1/2014 22:45;329.4;750
9/1/2014 23:00;323.2;620.3
9/1/2014 23:15;59.85;35.39
9/1/2014 23:30;225.1;570.9
9/1/2014 23:45;131.9;40.86
10/1/2014 0:00;80.7;0.04
10/1/2014 0:15;37.66;0
10/1/2014 0:30;22.99;0
10/1/2014 0:45;15.54;0
10/1/2014 1:00;1.4;0
10/1/2014 1:15;0;0
10/1/2014 1:30;0;0
10/1/2014 1:45;0;0
10/1/2014 2:00;0;0
10/1/2014 2:15;0;0
10/1/2014 2:30;0;0
10/1/2014 2:45;0;0
10/1/2014 3:00;0;0
10/1/2014 3:15;0;0
10/1/2014 3:30;0;0
10/1/2014 3:45;0;0
10/1/2014 4:00;0;0
10/1/2014 4:15;0;0
10/1/2014 4:30;0;0
10/1/2014 4:45;0;0
10/1/2014 5:00;0;0
10/1/2014 5:15;0;0
10/1/2014 5:30;0;0
10/1/2014 5:45;0;0
10/1/2014 6:00;0;0
10/1/2014 6:15;0;0
10/1/2014 6:30;0;0
10/1/2014 6:45;0;0
10/1/2014 7:00;0;0
10/1/2014 7:15;0;0
10/1/2014 7:30;0;0
10/1/2014 7:45;0;0
10/1/2014 8:00;0;0
10/1/2014 8:15;0;0
10/1/2014 8:30;0;0
10/1/2014 8:45;0;0
10/1/2014 9:00;0;0
10/1/2014 9:15;0;0
10/1/2014 9:30;0;0
10/1/2014 9:45;0;0
10/1/2014 10:00;0;0
10/1/2014 10:15;0;0
10/1/2014 10:30;0;0
10/1/2014 10:45;0;0
10/1/2014 11:00;0;0
10/1/2014 11:15;0;0
10/1/2014 11:30;0;0
10/1/2014 11:45;0;0
10/1/2014 12:00;0;0
10/1/2014 12:15;0;0
10/1/2014 12:30;0;0
10/1/2014 12:45;0;0
10/1/2014 13:00;0;0
10/1/2014 13:15;0;0
10/1/2014 13:30;0;0
10/1/2014 13:45;0;0
10/1/2014 14:00;0;0
10/1/2014 14:15;0;0
10/1/2014 14:30;0;0
10/1/2014 14:45;0;0
10/1/2014 15:00;0;0
10/1/2014 15:15;0;0
10/1/2014 15:30;1.4;0
10/1/2014 15:45;28.19;69.19
10/1/2014 16:00;73.04;256.9
10/1/2014 16:15;105.5;184.2
10/1/2014 16:30;111.3;138.8
10/1/2014 16:45;106.5;110.6
10/1/2014 17:00;164.2;337.9
10/1/2014 17:15;244.4;565.9
10/1/2014 17:30;289.7;638.4
10/1/2014 17:45;342.3;712.2
10/1/2014 18:00;370.5;706.9
10/1/2014 18:15;363.2;611.5
10/1/2014 18:30;387.4;618.8
10/1/2014 18:45;366.2;569.2
10/1/2014 19:00;403.9;654.7
10/1/2014 19:15;465.6;761.8
10/1/2014 19:30;451;720.4
10/1/2014 19:45;451.6;706.2
10/1/2014 20:00;477.1;717.3
10/1/2014 20:15;477.9;701.4
10/1/2014 20:30;466.8;662.9
10/1/2014 20:45;432.5;563.3
10/1/2014 21:00;437.3;598.3
10/1/2014 21:15;441.6;618.8
10/1/2014 21:30;374.1;493.3
10/1/2014 21:45;362.3;492.3
10/1/2014 22:00;314.9;385.4
10/1/2014 22:15;366.2;577.6
10/1/2014 22:30;264.3;364
10/1/2014 22:45;284.8;434
10/1/2014 23:00;185.2;169.3
10/1/2014 23:15;240;293.6
10/1/2014 23:30;255.4;442.2
10/1/2014 23:45;152.8;216
11/1/2014 0:00;138.3;247.9
11/1/2014 0:15;110.5;203.5
11/1/2014 0:30;37.46;6.11
11/1/2014 0:45;28.38;31.77
11/1/2014 1:00;3.48;0
11/1/2014 1:15;0;0
11/1/2014 1:30;0;0
11/1/2014 1:45;0;0
11/1/2014 2:00;0;0
11/1/2014 2:15;0;0
11/1/2014 2:30;0;0
11/1/2014 2:45;0;0
11/1/2014 3:00;0;0
11/1/2014 3:15;0;0
11/1/2014 3:30;0;0
11/1/2014 3:45;0;0
11/1/2014 4:00;0;0
11/1/2014 4:15;0;0
11/1/2014 4:30;0;0
11/1/2014 4:45;0;0
11/1/2014 5:00;0;0
11/1/2014 5:15;0;0
11/1/2014 5:30;0;0
11/1/2014 5:45;0;0
11/1/2014 6:00;0;0
11/1/2014 6:15;0;0
11/1/2014 6:30;0;0
11/1/2014 6:45;0;0
11/1/2014 7:00;0;0
11/1/2014 7:15;0;0
11/1/2014 7:30;0;0
